"order_id","cust_id","quantity","total_price","gender","locations","delivery","payment","category"
"ORD-SB-00970","SD-USR10088",1,"46600","Male","Jawa Timur","Scheduled Delivery","Dana","Frozen Food"
"ORD-SB-00970","SD-USR10088",1,"3000","Male","Jawa Timur","Scheduled Delivery","Dana","Dry Food"
"ORD-SB-00971","SD-USR10011",2,"8000","Male","Jawa Barat","Express Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00971","SD-USR10011",2,"80600","Male","Jawa Barat","Express Delivery","Partner (Alfamart/Indomart)","Gadgets"
"ORD-SB-00971","SD-USR10011",2,"53600","Male","Jawa Barat","Express Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-00971","SD-USR10011",2,"12600","Male","Jawa Barat","Express Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00972","SD-USR10062",1,"5200","Female","Jawa Barat","Express Delivery","Dana","Dry Food"
"ORD-SB-00972","SD-USR10062",2,"45800","Female","Jawa Barat","Express Delivery","Dana","Gadgets"
"ORD-SB-00972","SD-USR10062",1,"8800","Female","Jawa Barat","Express Delivery","Dana","Household Supplies"
"ORD-SB-00972","SD-USR10062",2,"15600","Female","Jawa Barat","Express Delivery","Dana","Condiments"
"ORD-SB-00973","SD-USR1009",1,"19000","Female","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00973","SD-USR1009",2,"44200","Female","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Gadgets"
"ORD-SB-00973","SD-USR1009",1,"9800","Female","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Household Supplies"
"ORD-SB-00973","SD-USR1009",1,"65300","Female","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-00974","SD-USR10010",1,"8700","Male","Jawa Timur","Express Delivery","GoPay","Dry Food"
"ORD-SB-00974","SD-USR10010",1,"24400","Male","Jawa Timur","Express Delivery","GoPay","Gadgets"
"ORD-SB-00974","SD-USR10010",1,"31900","Male","Jawa Timur","Express Delivery","GoPay","Household Supplies"
"ORD-SB-00974","SD-USR10010",2,"32200","Male","Jawa Timur","Express Delivery","GoPay","Condiments"
"ORD-SB-00975","SD-USR1005",1,"7700","Female","Bali","Scheduled Delivery","GoPay","Snacks & Drinks"
"ORD-SB-00975","SD-USR1005",2,"103600","Female","Bali","Scheduled Delivery","GoPay","Gadgets"
"ORD-SB-00975","SD-USR1005",2,"37200","Female","Bali","Scheduled Delivery","GoPay","Personal Care"
"ORD-SB-00975","SD-USR1005",2,"16000","Female","Bali","Scheduled Delivery","GoPay","Pet Care"
"ORD-SB-00976","SD-USR1006",1,"21600","Female","Jawa Barat","Standard Delivery","OVO","Dry Food"
"ORD-SB-00976","SD-USR1006",1,"26700","Female","Jawa Barat","Standard Delivery","OVO","Health Products"
"ORD-SB-00976","SD-USR1006",2,"23400","Female","Jawa Barat","Standard Delivery","OVO","Personal Care"
"ORD-SB-00976","SD-USR1006",1,"12700","Female","Jawa Barat","Standard Delivery","OVO","Health Products"
"ORD-SB-00977","SD-USR10092",1,"27000","Female","Jakarta","Scheduled Delivery","GoPay","Dry Food"
"ORD-SB-00977","SD-USR10092",2,"44200","Female","Jakarta","Scheduled Delivery","GoPay","Health Products"
"ORD-SB-00977","SD-USR10092",2,"50200","Female","Jakarta","Scheduled Delivery","GoPay","Personal Care"
"ORD-SB-00977","SD-USR10092",1,"41000","Female","Jakarta","Scheduled Delivery","GoPay","Condiments"
"ORD-SB-00978","SD-USR10053",2,"12600","Male","Jawa Timur","Standard Delivery","Dana","Dry Food"
"ORD-SB-00978","SD-USR10053",1,"40300","Male","Jawa Timur","Standard Delivery","Dana","Health Products"
"ORD-SB-00978","SD-USR10053",1,"22100","Male","Jawa Timur","Standard Delivery","Dana","Gadgets"
"ORD-SB-00978","SD-USR10053",1,"13600","Male","Jawa Timur","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-00979","SD-USR10030",1,"3000","Male","Jawa Timur","Express Large Delivery","Dana","Dry Food"
"ORD-SB-00979","SD-USR10030",2,"23000","Male","Jawa Timur","Express Large Delivery","Dana","Health Products"
"ORD-SB-00979","SD-USR10030",1,"24400","Male","Jawa Timur","Express Large Delivery","Dana","Gadgets"
"ORD-SB-00979","SD-USR10030",2,"13800","Male","Jawa Timur","Express Large Delivery","Dana","Bread and Bakery"
"ORD-SB-00980","SD-USR10089",2,"6000","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00980","SD-USR10089",1,"11300","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Health Products"
"ORD-SB-00980","SD-USR10089",1,"26700","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Health Products"
"ORD-SB-00980","SD-USR10089",2,"40600","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Vegetables"
"ORD-SB-00981","SD-USR10019",2,"6200","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00981","SD-USR10019",2,"20200","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Health Products"
"ORD-SB-00981","SD-USR10019",1,"22100","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Health Products"
"ORD-SB-00981","SD-USR10019",1,"19300","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-00982","SD-USR1003",1,"6300","Female","Jawa Timur","Standard Delivery","Dana","Condiments"
"ORD-SB-00982","SD-USR1003",1,"10300","Female","Jawa Timur","Standard Delivery","Dana","Health Products"
"ORD-SB-00982","SD-USR1003",1,"39000","Female","Jawa Timur","Standard Delivery","Dana","Adults Products"
"ORD-SB-00982","SD-USR1003",2,"57000","Female","Jawa Timur","Standard Delivery","Dana","Electronics"
"ORD-SB-00983","SD-USR10060",1,"46500","Female","Jawa Timur","Scheduled Large Delivery","Dana","Snacks & Drinks"
"ORD-SB-00983","SD-USR10060",1,"15800","Female","Jawa Timur","Scheduled Large Delivery","Dana","Health Products"
"ORD-SB-00983","SD-USR10060",2,"65000","Female","Jawa Timur","Scheduled Large Delivery","Dana","Adults Products"
"ORD-SB-00983","SD-USR10060",2,"20600","Female","Jawa Timur","Scheduled Large Delivery","Dana","Snacks & Drinks"
"ORD-SB-00984","SD-USR10057",2,"15200","Female","Jakarta","Standard Delivery","OVO","Snacks & Drinks"
"ORD-SB-00984","SD-USR10057",2,"14600","Female","Jakarta","Standard Delivery","OVO","Health Products"
"ORD-SB-00984","SD-USR10057",1,"8400","Female","Jakarta","Standard Delivery","OVO","Pet Care"
"ORD-SB-00984","SD-USR10057",1,"20200","Female","Jakarta","Standard Delivery","OVO","Condiments"
"ORD-SB-00985","SD-USR10047",1,"27000","Female","Bali","Scheduled Delivery","GoPay","Condiments"
"ORD-SB-00985","SD-USR10047",2,"25400","Female","Bali","Scheduled Delivery","GoPay","Health Products"
"ORD-SB-00985","SD-USR10047",1,"8200","Female","Bali","Scheduled Delivery","GoPay","Pet Care"
"ORD-SB-00985","SD-USR10047",2,"38000","Female","Bali","Scheduled Delivery","GoPay","Dry Food"
"ORD-SB-00986","SD-USR10059",2,"82000","Male","Jakarta","Standard Delivery","Dana","Condiments"
"ORD-SB-00986","SD-USR10059",1,"12500","Male","Jakarta","Standard Delivery","Dana","Health Products"
"ORD-SB-00986","SD-USR10059",1,"9000","Male","Jakarta","Standard Delivery","Dana","Pet Care"
"ORD-SB-00986","SD-USR10059",2,"54000","Male","Jakarta","Standard Delivery","Dana","Pet Care"
"ORD-SB-00987","SD-USR10040",1,"5000","Female","Jawa Timur","Standard Delivery","OVO","Condiments"
"ORD-SB-00987","SD-USR10040",1,"19900","Female","Jawa Timur","Standard Delivery","OVO","Health Products"
"ORD-SB-00987","SD-USR10040",2,"52000","Female","Jawa Timur","Standard Delivery","OVO","Snacks & Drinks"
"ORD-SB-00987","SD-USR10040",1,"23000","Female","Jawa Timur","Standard Delivery","OVO","Vegetables"
"ORD-SB-00988","SD-USR10094",1,"7800","Female","Jawa Barat","Express Delivery","Dana","Condiments"
"ORD-SB-00988","SD-USR10094",1,"11500","Female","Jawa Barat","Express Delivery","Dana","Health Products"
"ORD-SB-00988","SD-USR10094",2,"20600","Female","Jawa Barat","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-00988","SD-USR10094",2,"130600","Female","Jawa Barat","Express Delivery","Dana","Eggs & Dairy Products"
"ORD-SB-00989","SD-USR10095",1,"8700","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-00989","SD-USR10095",2,"78000","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Adults Products"
"ORD-SB-00989","SD-USR10095",2,"93000","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-00989","SD-USR10095",2,"54000","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-001000","SD-USR10082",2,"17600","Male","Bali","Scheduled Delivery","OVO","Snacks & Drinks"
"ORD-SB-001000","SD-USR10082",2,"16800","Male","Bali","Scheduled Delivery","OVO","Pet Care"
"ORD-SB-001000","SD-USR10082",1,"40800","Male","Bali","Scheduled Delivery","OVO","Fruits "
"ORD-SB-001000","SD-USR10082",1,"18100","Male","Bali","Scheduled Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-00990","SD-USR10096",2,"5800","Male","Jakarta","Express Delivery","OVO","Condiments"
"ORD-SB-00990","SD-USR10096",2,"65000","Male","Jakarta","Express Delivery","OVO","Adults Products"
"ORD-SB-00990","SD-USR10096",2,"32200","Male","Jakarta","Express Delivery","OVO","Condiments"
"ORD-SB-00990","SD-USR10096",2,"31000","Male","Jakarta","Express Delivery","OVO","Electronics"
"ORD-SB-00991","SD-USR10097",1,"2900","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-00991","SD-USR10097",2,"62200","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Adults Products"
"ORD-SB-00991","SD-USR10097",2,"29800","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-00991","SD-USR10097",2,"46400","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Frozen Meat"
"ORD-SB-00992","SD-USR10098",2,"20600","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-00992","SD-USR10098",2,"46000","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Adults Products"
"ORD-SB-00992","SD-USR10098",1,"13600","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-00992","SD-USR10098",2,"13200","Female","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Vegetables"
"ORD-SB-00993","SD-USR10033",1,"13600","Female","Bali","Express Delivery","OVO","Condiments"
"ORD-SB-00993","SD-USR10033",2,"59800","Female","Bali","Express Delivery","OVO","Adults Products"
"ORD-SB-00993","SD-USR10033",2,"6200","Female","Bali","Express Delivery","OVO","Dry Food"
"ORD-SB-00993","SD-USR10033",1,"35100","Female","Bali","Express Delivery","OVO","Frozen Meat"
"ORD-SB-00994","SD-USR10065",2,"29800","Male","Bali","Express Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-00994","SD-USR10065",2,"61600","Male","Bali","Express Delivery","Partner (Alfamart/Indomart)","Adults Products"
"ORD-SB-00994","SD-USR10065",2,"6000","Male","Bali","Express Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00994","SD-USR10065",2,"17400","Male","Bali","Express Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-00995","SD-USR10053",2,"32200","Male","Jawa Timur","Scheduled Delivery","OVO","Condiments"
"ORD-SB-00995","SD-USR10053",2,"80600","Male","Jawa Timur","Scheduled Delivery","OVO","Adults Products"
"ORD-SB-00995","SD-USR10053",1,"3000","Male","Jawa Timur","Scheduled Delivery","OVO","Dry Food"
"ORD-SB-00995","SD-USR10053",2,"64200","Male","Jawa Timur","Scheduled Delivery","OVO","Sembako"
"ORD-SB-00996","SD-USR10045",2,"36400","Female","Jakarta","Standard Delivery","GoPay","Snacks & Drinks"
"ORD-SB-00996","SD-USR10045",2,"57600","Female","Jakarta","Standard Delivery","GoPay","Adults Products"
"ORD-SB-00996","SD-USR10045",1,"74600","Female","Jakarta","Standard Delivery","GoPay","Sembako"
"ORD-SB-00996","SD-USR10045",1,"25800","Female","Jakarta","Standard Delivery","GoPay","Personal Care"
"ORD-SB-00997","SD-USR10057",1,"8700","Female","Jakarta","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-00997","SD-USR10057",2,"57600","Female","Jakarta","Standard Delivery","Dana","Adults Products"
"ORD-SB-00997","SD-USR10057",1,"14600","Female","Jakarta","Standard Delivery","Dana","Sembako"
"ORD-SB-00997","SD-USR10057",1,"18100","Female","Jakarta","Standard Delivery","Dana","Eggs & Dairy Products"
"ORD-SB-00998","SD-USR10063",2,"237200","Female","Jawa Barat","Scheduled Delivery","OVO","Snacks & Drinks"
"ORD-SB-00998","SD-USR10063",1,"28800","Female","Jawa Barat","Scheduled Delivery","OVO","Adults Products"
"ORD-SB-00998","SD-USR10063",2,"83600","Female","Jawa Barat","Scheduled Delivery","OVO","Sembako"
"ORD-SB-00998","SD-USR10063",1,"64400","Female","Jawa Barat","Scheduled Delivery","OVO","Frozen Food"
"ORD-SB-00999","SD-USR10037",1,"5200","Male","Bali","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-00999","SD-USR10037",2,"57600","Male","Bali","Express Delivery","Dana","Adults Products"
"ORD-SB-00999","SD-USR10037",1,"31900","Male","Bali","Express Delivery","Dana","Fruits "
"ORD-SB-00999","SD-USR10037",1,"8700","Male","Bali","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-001001","SD-USR10040",1,"26000","Female","Jawa Timur","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-001001","SD-USR10040",2,"16400","Female","Jawa Timur","Express Delivery","Dana","Pet Care"
"ORD-SB-001001","SD-USR10040",1,"41200","Female","Jawa Timur","Express Delivery","Dana","Fruits "
"ORD-SB-001001","SD-USR10040",1,"5200","Female","Jawa Timur","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-001002","SD-USR10095",2,"34600","Female","Jawa Timur","Express Delivery","GoPay","Frozen Food"
"ORD-SB-001002","SD-USR10095",2,"18000","Female","Jawa Timur","Express Delivery","GoPay","Pet Care"
"ORD-SB-001002","SD-USR10095",1,"13400","Female","Jawa Timur","Express Delivery","GoPay","Vegetables"
"ORD-SB-001002","SD-USR10095",2,"5800","Female","Jawa Timur","Express Delivery","GoPay","Condiments"
"ORD-SB-001003","SD-USR10079",2,"77000","Male","Jawa Barat","Scheduled Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001003","SD-USR10079",2,"16000","Male","Jawa Barat","Scheduled Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001003","SD-USR10079",2,"17600","Male","Jawa Barat","Scheduled Delivery","Partner (Alfamart/Indomart)","Vegetables"
"ORD-SB-001003","SD-USR10079",1,"14500","Male","Jawa Barat","Scheduled Delivery","Partner (Alfamart/Indomart)","Personal Care"
"ORD-SB-001004","SD-USR10091",1,"30800","Female","Jawa Timur","Standard Delivery","Dana","Frozen Food"
"ORD-SB-001004","SD-USR10091",1,"10400","Female","Jawa Timur","Standard Delivery","Dana","Pet Care"
"ORD-SB-001004","SD-USR10091",2,"9800","Female","Jawa Timur","Standard Delivery","Dana","Vegetables"
"ORD-SB-001004","SD-USR10091",1,"14400","Female","Jawa Timur","Standard Delivery","Dana","Fruits "
"ORD-SB-001005","SD-USR10094",2,"58800","Female","Jawa Barat","Express Delivery","OVO","Frozen Food"
"ORD-SB-001005","SD-USR10094",1,"10400","Female","Jawa Barat","Express Delivery","OVO","Pet Care"
"ORD-SB-001005","SD-USR10094",2,"46000","Female","Jawa Barat","Express Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-001005","SD-USR10094",2,"68400","Female","Jawa Barat","Express Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-001006","SD-USR10075",1,"28200","Female","Jawa Barat","Standard Delivery","OVO","Frozen Food"
"ORD-SB-001006","SD-USR10075",2,"20800","Female","Jawa Barat","Standard Delivery","OVO","Pet Care"
"ORD-SB-001006","SD-USR10075",1,"18900","Female","Jawa Barat","Standard Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-001006","SD-USR10075",1,"3000","Female","Jawa Barat","Standard Delivery","OVO","Dry Food"
"ORD-SB-001007","SD-USR10092",1,"40300","Female","Jakarta","Express Delivery","GoPay","Frozen Food"
"ORD-SB-001007","SD-USR10092",1,"66300","Female","Jakarta","Express Delivery","GoPay","Pet Care"
"ORD-SB-001007","SD-USR10092",2,"71800","Female","Jakarta","Express Delivery","GoPay","Eggs & Dairy Products"
"ORD-SB-001007","SD-USR10092",1,"8700","Female","Jakarta","Express Delivery","GoPay","Snacks & Drinks"
"ORD-SB-001008","SD-USR10035",1,"64400","Male","Jawa Tengah","Scheduled Delivery","GoPay","Frozen Food"
"ORD-SB-001008","SD-USR10035",1,"19300","Male","Jawa Tengah","Scheduled Delivery","GoPay","Pet Care"
"ORD-SB-001008","SD-USR10035",1,"16100","Male","Jawa Tengah","Scheduled Delivery","GoPay","Bread and Bakery"
"ORD-SB-001008","SD-USR10035",2,"38600","Male","Jawa Tengah","Scheduled Delivery","GoPay","Fruits "
"ORD-SB-001009","SD-USR10078",1,"26500","Male","Bali","Scheduled Large Delivery","Dana","Frozen Food"
"ORD-SB-001009","SD-USR10078",1,"74600","Male","Bali","Scheduled Large Delivery","Dana","Pet Care"
"ORD-SB-001009","SD-USR10078",1,"22900","Male","Bali","Scheduled Large Delivery","Dana","Bread and Bakery"
"ORD-SB-001009","SD-USR10078",2,"46000","Male","Bali","Scheduled Large Delivery","Dana","Adults Products"
"ORD-SB-001010","SD-USR10097",1,"54800","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001010","SD-USR10097",2,"27600","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001010","SD-USR10097",1,"79100","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Meat"
"ORD-SB-001010","SD-USR10097",1,"10400","Female","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001011","SD-USR10066",2,"104800","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001011","SD-USR10066",2,"27600","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001011","SD-USR10066",1,"50400","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Meat"
"ORD-SB-001011","SD-USR10066",1,"31800","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Meat"
"ORD-SB-001012","SD-USR10058",2,"53600","Male","Jawa Tengah","Scheduled Delivery","OVO","Frozen Food"
"ORD-SB-001012","SD-USR10058",2,"54000","Male","Jawa Tengah","Scheduled Delivery","OVO","Pet Care"
"ORD-SB-001012","SD-USR10058",2,"112200","Male","Jawa Tengah","Scheduled Delivery","OVO","Frozen Meat"
"ORD-SB-001012","SD-USR10058",1,"18000","Male","Jawa Tengah","Scheduled Delivery","OVO","Ice Cream"
"ORD-SB-001013","SD-USR10059",2,"93200","Male","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001013","SD-USR10059",2,"48800","Male","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001013","SD-USR10059",1,"5200","Male","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001013","SD-USR10059",2,"13800","Male","Jakarta","Scheduled Delivery","Partner (Alfamart/Indomart)","Bread and Bakery"
"ORD-SB-001014","SD-USR10074",1,"31800","Male","Jawa Tengah","Standard Delivery","GoPay","Frozen Food"
"ORD-SB-001014","SD-USR10074",2,"48800","Male","Jawa Tengah","Standard Delivery","GoPay","Pet Care"
"ORD-SB-001014","SD-USR10074",1,"16300","Male","Jawa Tengah","Standard Delivery","GoPay","Ice Cream"
"ORD-SB-001014","SD-USR10074",1,"7500","Male","Jawa Tengah","Standard Delivery","GoPay","Condiments"
"ORD-SB-001015","SD-USR10052",2,"8600","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001015","SD-USR10052",1,"24400","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001015","SD-USR10052",1,"8800","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001015","SD-USR10052",2,"103600","Male","Jakarta","Standard Delivery","Partner (Alfamart/Indomart)","Household Supplies"
"ORD-SB-001016","SD-USR10069",1,"25700","Male","Jawa Tengah","Express Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001016","SD-USR10069",2,"57000","Male","Jawa Tengah","Express Delivery","Partner (Alfamart/Indomart)","Electronics"
"ORD-SB-001016","SD-USR10069",1,"31800","Male","Jawa Tengah","Express Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001016","SD-USR10069",1,"17300","Male","Jawa Tengah","Express Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001017","SD-USR10067",1,"20300","Male","Jawa Tengah","Scheduled Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001017","SD-USR10067",2,"31000","Male","Jawa Tengah","Scheduled Delivery","Partner (Alfamart/Indomart)","Electronics"
"ORD-SB-001017","SD-USR10067",1,"46600","Male","Jawa Tengah","Scheduled Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-001017","SD-USR10067",2,"141400","Male","Jawa Tengah","Scheduled Delivery","Partner (Alfamart/Indomart)","Sembako"
"ORD-SB-001018","SD-USR10043",1,"12700","Male","Jawa Barat","Scheduled Delivery","OVO","Ice Cream"
"ORD-SB-001018","SD-USR10043",2,"47000","Male","Jawa Barat","Scheduled Delivery","OVO","Electronics"
"ORD-SB-001018","SD-USR10043",2,"53600","Male","Jawa Barat","Scheduled Delivery","OVO","Frozen Food"
"ORD-SB-001018","SD-USR10043",2,"25200","Male","Jawa Barat","Scheduled Delivery","OVO","Fruits "
"ORD-SB-001019","SD-USR10060",1,"18000","Female","Jawa Timur","Express Large Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001019","SD-USR10060",2,"107000","Female","Jawa Timur","Express Large Delivery","Partner (Alfamart/Indomart)","Electronics"
"ORD-SB-001019","SD-USR10060",1,"8800","Female","Jawa Timur","Express Large Delivery","Partner (Alfamart/Indomart)","Household Supplies"
"ORD-SB-001019","SD-USR10060",2,"93000","Female","Jawa Timur","Express Large Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-001020","SD-USR10064",1,"55000","Female","Jawa Timur","Large Delivery","Bank Transfer","Ice Cream"
"ORD-SB-001020","SD-USR10064",2,"157000","Female","Jawa Timur","Large Delivery","Bank Transfer","Electronics"
"ORD-SB-001020","SD-USR10064",2,"19600","Female","Jawa Timur","Large Delivery","Bank Transfer","Household Supplies"
"ORD-SB-001020","SD-USR10064",2,"23600","Female","Jawa Timur","Large Delivery","Bank Transfer","Condiments"
"ORD-SB-001021","SD-USR10047",1,"5200","Female","Bali","Scheduled Delivery","Dana","Ice Cream"
"ORD-SB-001021","SD-USR10047",1,"103500","Female","Bali","Scheduled Delivery","Dana","Electronics"
"ORD-SB-001021","SD-USR10047",2,"63800","Female","Bali","Scheduled Delivery","Dana","Household Supplies"
"ORD-SB-001021","SD-USR10047",1,"5200","Female","Bali","Scheduled Delivery","Dana","Dry Food"
"ORD-SB-001022","SD-USR10046",1,"6500","Male","Bali","Standard Delivery","Dana","Ice Cream"
"ORD-SB-001022","SD-USR10046",2,"29800","Male","Bali","Standard Delivery","Dana","Condiments"
"ORD-SB-001022","SD-USR10046",1,"18600","Male","Bali","Standard Delivery","Dana","Personal Care"
"ORD-SB-001022","SD-USR10046",2,"15400","Male","Bali","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-001023","SD-USR10051",1,"5800","Male","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-001023","SD-USR10051",1,"7800","Male","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-001023","SD-USR10051",2,"23400","Male","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Personal Care"
"ORD-SB-001023","SD-USR10051",2,"20800","Male","Jawa Timur","Scheduled Delivery","Partner (Alfamart/Indomart)","Pet Care"
"ORD-SB-001024","SD-USR10056",1,"8800","Female","Jakarta","Standard Delivery","OVO","Ice Cream"
"ORD-SB-001024","SD-USR10056",1,"5000","Female","Jakarta","Standard Delivery","OVO","Condiments"
"ORD-SB-001024","SD-USR10056",1,"25100","Female","Jakarta","Standard Delivery","OVO","Personal Care"
"ORD-SB-001024","SD-USR10056",1,"10900","Female","Jakarta","Standard Delivery","OVO","Snacks & Drinks"
"ORD-SB-001025","SD-USR10093",1,"16300","Male","Jakarta","Express Delivery","GoPay","Ice Cream"
"ORD-SB-001025","SD-USR10093",2,"82000","Male","Jakarta","Express Delivery","GoPay","Condiments"
"ORD-SB-001025","SD-USR10093",1,"22100","Male","Jakarta","Express Delivery","GoPay","Gadgets"
"ORD-SB-001025","SD-USR10093",2,"10000","Male","Jakarta","Express Delivery","GoPay","Vegetables"
"ORD-SB-001026","SD-USR10036",2,"10400","Female","Jakarta","Standard Delivery","OVO","Ice Cream"
"ORD-SB-001026","SD-USR10036",2,"5800","Female","Jakarta","Standard Delivery","OVO","Condiments"
"ORD-SB-001026","SD-USR10036",2,"48800","Female","Jakarta","Standard Delivery","OVO","Gadgets"
"ORD-SB-001026","SD-USR10036",2,"28400","Female","Jakarta","Standard Delivery","OVO","Snacks & Drinks"
"ORD-SB-001027","SD-USR10049",1,"35100","Male","Jawa Timur","Express Delivery","GoPay","Frozen Meat"
"ORD-SB-001027","SD-USR10049",2,"17400","Male","Jawa Timur","Express Delivery","GoPay","Condiments"
"ORD-SB-001027","SD-USR10049",1,"26700","Male","Jawa Timur","Express Delivery","GoPay","Health Products"
"ORD-SB-001027","SD-USR10049",1,"25700","Male","Jawa Timur","Express Delivery","GoPay","Fruits "
"ORD-SB-001028","SD-USR10068",2,"126400","Male","Jawa Timur","Express Delivery","OVO","Frozen Meat"
"ORD-SB-001028","SD-USR10068",2,"43200","Male","Jawa Timur","Express Delivery","OVO","Dry Food"
"ORD-SB-001028","SD-USR10068",1,"22100","Male","Jawa Timur","Express Delivery","OVO","Health Products"
"ORD-SB-001028","SD-USR10068",2,"36400","Male","Jawa Timur","Express Delivery","OVO","Vegetables"
"ORD-SB-001029","SD-USR10073",2,"46400","Male","Bali","Standard Delivery","GoPay","Frozen Meat"
"ORD-SB-001029","SD-USR10073",2,"130600","Male","Bali","Standard Delivery","GoPay","Sembako"
"ORD-SB-001029","SD-USR10073",2,"78000","Male","Bali","Standard Delivery","GoPay","Adults Products"
"ORD-SB-001029","SD-USR10073",1,"55900","Male","Bali","Standard Delivery","GoPay","Frozen Meat"
