"order_date","order_id","item_id","product_name","category","product_price","cogs","quantity","total_price","locations"
"2023-07-31","ORD-SB-00667","SB-FRZ00150","Ice Cream Sweet Corn 52G","Ice Cream","4300","3700",1,"4300","Jawa Tengah"
"2023-07-31","ORD-SB-00667","SB-GRO0043","Pop Mie Mie Instan Baso Sapi Mini Cup 35 gram","Dry Food","4000","3400",2,"8000","Jawa Tengah"
"2023-07-31","ORD-SB-00668","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",2,"63600","Bali"
"2023-07-31","ORD-SB-00668","SB-GRO002","Qtela Kerupuk Keriting Original 180 gram","Snacks & Drinks","10300","7890",1,"10300","Bali"
"2023-07-31","ORD-SB-00669","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",2,"93200","Bali"
"2023-07-31","ORD-SB-00669","SB-FRS0073","Strawberry Sweetheart Hidroponik 125 g ","Fruits ","19300","16765",1,"19300","Bali"
"2023-07-31","ORD-SB-00670","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",1,"26800","Jawa Tengah"
"2023-07-31","ORD-SB-00670","SB-FRZ00150","Ice Cream Sweet Corn 52G","Ice Cream","4300","3700",2,"8600","Jawa Tengah"
"2023-07-31","ORD-SB-00671","SB-FRZ00154","Chicken Nugget Stick 400 gram","Frozen Food","52400","45500",1,"52400","Jawa Timur"
"2023-07-31","ORD-SB-00671","SB-FRZ00129","Ikan Makarel / Ikan Salem Frozen 500 gram","Frozen Meat","23200","20100",2,"46400","Jawa Timur"
"2023-08-01","ORD-SB-00672","SB-FRZ00155","Chicken Nugget Ayam Veggie 400 gr","Frozen Food","54800","47600",2,"109600","Jawa Timur"
"2023-08-01","ORD-SB-00672","SB-FRZ00130","Ikan Tilapia / Ikan Nilla Daging Perut 500 gr","Frozen Meat","27100","23500",2,"54200","Jawa Timur"
"2023-08-01","ORD-SB-00673","SB-FRZ00156","Fish Roll  500 gr","Frozen Food","26500","23000",2,"53000","Jawa Tengah"
"2023-08-01","ORD-SB-00673","SB-GRO0022","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Lengkuas 40g","Condiments","8700","7560",1,"8700","Jawa Tengah"
"2023-08-01","ORD-SB-00674","SB-FRZ00157","Pempek Adaan Vacum isi 10Pcs","Frozen Food","64400","56000",2,"128800","Jakarta"
"2023-08-01","ORD-SB-00674","SB-FRZ00155","Chicken Nugget Ayam Veggie 400 gr","Frozen Food","54800","47600",1,"54800","Jakarta"
"2023-08-01","ORD-SB-00675","SB-FRZ00159","Lumpia Udang  200gr","Frozen Food","40300","35000",2,"80600","Jawa Tengah"
"2023-08-01","ORD-SB-00675","SB-FRZ00138","Glico Wings Ice Cream Haku Tokyo Cheese Delight 110mL","Ice Cream","8800","6700",1,"8800","Jawa Tengah"
"2023-08-01","ORD-SB-00676","SB-FRZ00160","Bakso Sapi Polos 25 pcs","Frozen Food","28200","24500",2,"56400","Bali"
"2023-08-01","ORD-SB-00676","SB-FRZ00123","Dada Ayam Boneless Tanpa Tulang & Kulit 1 kg","Frozen Meat","56100","43100",1,"56100","Bali"
"2023-08-01","ORD-SB-00677","SB-FRZ00161","Baso Ikan Besar [500g]","Frozen Food","29400","25500",2,"58800","Jakarta"
"2023-08-01","ORD-SB-00677","SB-FRS00102","Puck Keju Stik Processed Cheese Stick 6 pcs x 18 gram","Eggs & Dairy Products","65300","56771",2,"130600","Jakarta"
"2023-08-01","ORD-SB-00678","SB-FRZ00162","Chicken Spring Roll / Lumpia Ayam (210 gr)","Frozen Food","30800","26700",1,"30800","Jawa Tengah"
"2023-08-01","ORD-SB-00678","SB-FRZ00146","Ice Cream Magnum Cookies & Cream 80mL","Ice Cream","18000","15600",2,"36000","Jawa Tengah"
"2023-08-01","ORD-SB-00679","SB-FRZ00163","Bratwurst Cocktail Original Sosis Sapi 25 pcs ","Frozen Food","38500","33400",1,"38500","Jawa Timur"
"2023-08-01","ORD-SB-00679","SB-FRS00103","Telur Bebek Mentah 4 pcs","Eggs & Dairy Products","18100","15661",1,"18100","Jawa Timur"
"2023-08-01","ORD-SB-00680","SB-FRZ00165","Salmon Ball | Bakso / Bola-bola Ikan Salmon - 200 gr","Frozen Food","17300","15000",1,"17300","Jawa Barat"
"2023-08-01","ORD-SB-00680","SB-GRO006","Monde Genji Strawberry Soft Pie 85gr","Snacks & Drinks","8700","7512",2,"17400","Jawa Barat"
"2023-08-01","ORD-SB-00681","SB-GRO001","Pringles Cheesy Cheese Keripik 102gr","Snacks & Drinks","26000","20000",1,"26000","Jawa Barat"
"2023-08-01","ORD-SB-00681","SB-GRO0038","Cassava Pasta Mac and Cheese","Dry Food","27000","23400",1,"27000","Jawa Barat"
"2023-08-02","ORD-SB-00682","SB-GRO002","Qtela Kerupuk Keriting Original 180 gram","Snacks & Drinks","10300","7890",2,"20600","Bali"
"2023-08-02","ORD-SB-00682","SB-FRZ00149","Ice Cream 3 In 1 Unicorn 350Ml","Ice Cream","25700","22300",1,"25700","Bali"
"2023-08-02","ORD-SB-00683","SB-GRO003","Cereal SIMBA Choco Chips Bag 1 kg","Snacks & Drinks","46500","35764",2,"93000","Jakarta"
"2023-08-02","ORD-SB-00683","SB-GRO0042","Pop Mie Rasa Ayam Bawang Jumbo","Dry Food","5200","4500",1,"5200","Jakarta"
"2023-08-02","ORD-SB-00684","SB-GRO004","Pocky Biskuit Stik Almond 36 gram","Snacks & Drinks","7700","6678",1,"7700","Jawa Tengah"
"2023-08-02","ORD-SB-00684","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",2,"53600","Jawa Tengah"
"2023-08-02","ORD-SB-00685","SB-GRO005","Monde Serena Snack Gold 50gr","Snacks & Drinks","4000","3475",1,"4000","Bali"
"2023-08-02","ORD-SB-00685","SB-GRO007","Coca-Cola Original - Botol 1.5lt","Snacks & Drinks","10900","9401",2,"21800","Bali"
"2023-08-02","ORD-SB-00686","SB-GRO006","Monde Genji Strawberry Soft Pie 85gr","Snacks & Drinks","8700","7512",1,"8700","Bali"
"2023-08-02","ORD-SB-00686","SB-FRS0093","Telur Ayam Negeri Omega 3 15 pcs","Eggs & Dairy Products","35900","27612",2,"71800","Bali"
"2023-08-02","ORD-SB-00687","SB-GRO007","Coca-Cola Original - Botol 1.5lt","Snacks & Drinks","10900","9401",1,"10900","Jawa Tengah"
"2023-08-02","ORD-SB-00687","SB-FRS0092","Ultra Milk Full Cream Susu UHT 1 liter","Eggs & Dairy Products","18900","14517",2,"37800","Jawa Tengah"
"2023-08-02","ORD-SB-00688","SB-GRO008","Tebs Tea With Soda Sparkling Mix Fruit Botol 500 ml","Snacks & Drinks","7600","6577",1,"7600","Jakarta"
"2023-08-02","ORD-SB-00688","SB-FRS0091","Telur Ayam Negeri 10 pcs","Eggs & Dairy Products","23000","17651",2,"46000","Jakarta"
"2023-08-02","ORD-SB-00689","SB-GRO0010","Root Beer Can 330 ml","Snacks & Drinks","8800","7651",2,"17600","Jakarta"
"2023-08-02","ORD-SB-00689","SB-GRO0059","Francis Organic Kacang Almond Panggang 31 gram","Snacks & Drinks","14200","12300",1,"14200","Jakarta"
"2023-08-02","ORD-SB-00690","SB-GRO0011","Aqua Air Mineral Botol 1.5 liter","Snacks & Drinks","5200","4500",1,"5200","Jawa Tengah"
"2023-08-02","ORD-SB-00690","SB-GRO0032","Indomie Rebus Soto Mie Instan 70 gram","Dry Food","3000","2243",2,"6000","Jawa Tengah"
"2023-08-02","ORD-SB-00691","SB-GRO0013","Nestle MILO Coklat Nuggets 25g","Snacks & Drinks","118600","103123",2,"237200","Jakarta"
"2023-08-02","ORD-SB-00691","SB-GRO0033","Indomie Rebus Kari Ayam Mie Instan 72 gram","Dry Food","3000","2243",2,"6000","Jakarta"
"2023-08-02","ORD-SB-00692","SB-GRO0014","Delfi Chacha Peanut Chocolate 40 gram","Snacks & Drinks","8700","7541",1,"8700","Jawa Tengah"
"2023-08-02","ORD-SB-00692","SB-GRO0026","Bango Kecap Manis Pouch 735 ml - Unilever","Condiments","41000","35600",1,"41000","Jawa Tengah"
"2023-08-03","ORD-SB-00693","SB-GRO0015","Delfi Cokelat Hot Cocoa 3in1 isi 5 pcs x 25 gram","Snacks & Drinks","18200","15741",2,"36400","Jakarta"
"2023-08-03","ORD-SB-00693","SB-GRO0018","Bango Kecap Manis 135Ml","Condiments","13600","10412",1,"13600","Jakarta"
"2023-08-03","ORD-SB-00694","SB-GRO0016","ABC Saus Sambal Extra Pedas 380 g","Condiments","16100","12314",1,"16100","Bali"
"2023-08-03","ORD-SB-00694","SB-FRZ00143","Ice Cream Mochi Duo Durian 45mL","Ice Cream","6500","5600",2,"13000","Bali"
"2023-08-03","ORD-SB-00695","SB-GRO0017","ABC Saus Sambal Extra Pedas 275 ml","Condiments","14900","11412",1,"14900","Jawa Barat"
"2023-08-03","ORD-SB-00695","SB-FRS0082","Seledri Stick Import ","Vegetables","20300","17651",1,"20300","Jawa Barat"
"2023-08-03","ORD-SB-00696","SB-GRO0018","Bango Kecap Manis 135Ml","Condiments","13600","10412",1,"13600","Jakarta"
"2023-08-03","ORD-SB-00696","SB-GRO0053","Rose Brand Tebu Gula Pasir 1 kg","Sembako","14200","12300",1,"14200","Jakarta"
"2023-08-03","ORD-SB-00697","SB-GRO0020","BUMBU RACIK INDOFOOD - BUMBU MASAK INSTAN - Sayur Sop","Condiments","2900","2480",2,"5800","Jakarta"
"2023-08-03","ORD-SB-00697","SB-FRS00106","Sari Roti Tawar Spesial 370 gram","Bread and Bakery","16100","12350",2,"32200","Jakarta"
"2023-08-03","ORD-SB-00698","SB-GRO0021","BUMBU RACIK INDOFOOD - BUMBU MASAK INSTAN - Nasi Goreng","Condiments","2900","2480",2,"5800","Jawa Barat"
"2023-08-03","ORD-SB-00698","SB-GRO0030","ABC Terasi Udang 20 x 3.8 g","Condiments","6300","5416",1,"6300","Jawa Barat"
"2023-08-03","ORD-SB-00699","SB-GRO0022","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Lengkuas 40g","Condiments","8700","7560",1,"8700","Jawa Tengah"
"2023-08-03","ORD-SB-00699","SB-FRS0068","Buah Semangka Potong 350 gram Sayurbox","Fruits ","14400","12450",1,"14400","Jawa Tengah"
"2023-08-03","ORD-SB-00700","SB-GRO0023","BUMBU MASAK BAMBOE BULGOGI","Condiments","7800","6751",2,"15600","Bali"
"2023-08-03","ORD-SB-00700","SB-FRS0094","Greenfields Keju Mozzarella Block Cheese 200 gram","Eggs & Dairy Products","52600","45666",2,"105200","Bali"
"2023-08-03","ORD-SB-00701","SB-GRO0025","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Kremes 25g","Condiments","5000","4317",2,"10000","Jakarta"
"2023-08-03","ORD-SB-00701","SB-FRS0089","Salad To Go American Mix 150 gram","Vegetables","23000","20000",2,"46000","Jakarta"
"2023-08-03","ORD-SB-00702","SB-GRO0026","Bango Kecap Manis Pouch 735 ml - Unilever","Condiments","41000","35600",1,"41000","Jakarta"
"2023-08-03","ORD-SB-00702","SB-FRS0065","Pisang Tanduk /pcs","Fruits ","7800","6712",1,"7800","Jakarta"
"2023-08-03","ORD-SB-00703","SB-GRO0028","Tropicana Slim Kecap Asin 200ml - Rendah Garam","Condiments","27000","23465",1,"27000","Jawa Timur"
"2023-08-03","ORD-SB-00703","SB-GRO0010","Root Beer Can 330 ml","Snacks & Drinks","8800","7651",1,"8800","Jawa Timur"
"2023-08-03","ORD-SB-00704","SB-GRO0029","Sedaap Kecap Manis Kedelai Hitam Spesial 520 ml","Condiments","20200","17541",2,"40400","Jawa Timur"
"2023-08-03","ORD-SB-00704","SB-FRZ00147","Ice Cream Sandwich Biscuit 90mL","Ice Cream","12700","11000",1,"12700","Jawa Timur"
"2023-08-04","ORD-SB-00705","SB-GRO0030","ABC Terasi Udang 20 x 3.8 g","Condiments","6300","5416",2,"12600","Jawa Timur"
"2023-08-04","ORD-SB-00705","SB-FRZ00144","Ice Cream Paddle Pop Twister Magic 55mL","Ice Cream","5200","4500",2,"10400","Jawa Timur"
"2023-08-04","ORD-SB-00706","SB-GRO0031","Indomie Goreng Original Mie Instan 85 gram","Dry Food","3100","2345",2,"6200","Jawa Barat"
"2023-08-04","ORD-SB-00706","SB-GRO0013","Nestle MILO Coklat Nuggets 25g","Snacks & Drinks","118600","103123",1,"118600","Jawa Barat"
"2023-08-04","ORD-SB-00707","SB-GRO0032","Indomie Rebus Soto Mie Instan 70 gram","Dry Food","3000","2243",1,"3000","Bali"
"2023-08-04","ORD-SB-00707","SB-FRS00114","MyRoti Roti Pie Cheese 80 gram","Bread and Bakery","7800","6700",2,"15600","Bali"
"2023-08-04","ORD-SB-00708","SB-GRO0033","Indomie Rebus Kari Ayam Mie Instan 72 gram","Dry Food","3000","2243",1,"3000","Jawa Timur"
"2023-08-04","ORD-SB-00708","SB-FRS00110","5 Days Croissant Creamy Cheese ","Bread and Bakery","6900","6000",2,"13800","Jawa Timur"
"2023-08-04","ORD-SB-00709","SB-GRO0034","Indomie Japanese Miso Ramen","Dry Food","6300","5412",2,"12600","Jawa Timur"
"2023-08-04","ORD-SB-00709","SB-FRS00111","5 Days Croissant Creamy Chocolate ","Bread and Bakery","6900","6000",1,"6900","Jawa Timur"
"2023-08-04","ORD-SB-00710","SB-GRO0038","Cassava Pasta Mac and Cheese","Dry Food","27000","23400",1,"27000","Jawa Timur"
"2023-08-04","ORD-SB-00710","SB-GRO0058","Ladaku Merica Lada Bubuk isi 6 pcs Pepper","Condiments","7500","6512",1,"7500","Jawa Timur"
"2023-08-04","ORD-SB-00711","SB-GRO0039","La Fonte Lasagna Sheets - 230 gram","Dry Food","21600","18700",2,"43200","Jakarta"
"2023-08-04","ORD-SB-00711","SB-FRS0066","Buah Pepaya Potong - 1 pack","Fruits ","14400","12450",1,"14400","Jakarta"
"2023-08-04","ORD-SB-00712","SB-GRO0040","Mie Korea Gluten Free Ladang Lima 94gr - Instant Korean Noodle","Dry Food","8700","7500",1,"8700","Bali"
"2023-08-04","ORD-SB-00712","SB-FRS0064","Jeruk Lemon Import 1 kg","Fruits ","31600","27451",1,"31600","Bali"
"2023-08-04","ORD-SB-00713","SB-GRO0041","La Fonte Penne Ziti Rigate Pasta 450 gram","Dry Food","19000","16500",2,"38000","Jakarta"
"2023-08-04","ORD-SB-00713","SB-FRS0088","Jahe Value - 200 gram ","Vegetables","6600","5670",1,"6600","Jakarta"
"2023-08-04","ORD-SB-00714","SB-GRO0042","Pop Mie Rasa Ayam Bawang Jumbo","Dry Food","5200","4500",2,"10400","Jawa Timur"
"2023-08-04","ORD-SB-00714","SB-GRO0015","Delfi Cokelat Hot Cocoa 3in1 isi 5 pcs x 25 gram","Snacks & Drinks","18200","15741",2,"36400","Jawa Timur"
"2023-08-04","ORD-SB-00715","SB-GRO0043","Pop Mie Mie Instan Baso Sapi Mini Cup 35 gram","Dry Food","4000","3400",1,"4000","Jawa Timur"
"2023-08-04","ORD-SB-00715","SB-FRS00104","Telur Ayam Kampung Selenium isi 10 butir","Eggs & Dairy Products","38500","33451",2,"77000","Jawa Timur"
"2023-08-05","ORD-SB-00716","SB-GRO0044","Bogasari Segitiga Biru Premium Tepung Terigu 1 kg","Condiments","11800","10200",1,"11800","Jakarta"
"2023-08-05","ORD-SB-00716","SB-FRZ00161","Baso Ikan Besar [500g]","Frozen Food","29400","25500",1,"29400","Jakarta"
"2023-08-05","ORD-SB-00717","SB-GRO0045","Sasa Tepung Bumbu Serbaguna Original Fortified 210 gram","Condiments","7800","6700",2,"15600","Jakarta"
"2023-08-05","ORD-SB-00717","SB-GRO0025","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Kremes 25g","Condiments","5000","4317",1,"5000","Jakarta"
"2023-08-05","ORD-SB-00718","SB-GRO0046","Sumo Merah Beras Putih 5 kg","Sembako","74600","57312",2,"149200","Jawa Timur"
"2023-08-05","ORD-SB-00718","SB-FRZ00162","Chicken Spring Roll / Lumpia Ayam (210 gr)","Frozen Food","30800","26700",1,"30800","Jawa Timur"
"2023-08-05","ORD-SB-00719","SB-GRO0047","Gulaku Tebu Gula Pasir 1 kg","Sembako","14600","11200",2,"29200","Jawa Timur"
"2023-08-05","ORD-SB-00719","SB-FRS0087","Kentang Dieng Value - 1 Kg ","Vegetables","25900","22456",2,"51800","Jawa Timur"
"2023-08-05","ORD-SB-00720","SB-GRO0048","Sania Sawit Minyak Goreng Pouch 2 liter","Sembako","41800","32100",2,"83600","Jakarta"
"2023-08-05","ORD-SB-00720","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",1,"31800","Jakarta"
"2023-08-05","ORD-SB-00721","SB-GRO0050","SANIA BERAS 5KG","Sembako","65300","56700",1,"65300","Jawa Barat"
"2023-08-05","ORD-SB-00721","SB-GRO0052","BERAS RAJA ULTIMA 5KG","Sembako","66200","57541",1,"66200","Jawa Barat"
"2023-08-05","ORD-SB-00722","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",2,"141400","Bali"
"2023-08-05","ORD-SB-00722","SB-GRO0053","Rose Brand Tebu Gula Pasir 1 kg","Sembako","14200","12300",1,"14200","Bali"
"2023-08-05","ORD-SB-00723","SB-GRO0052","BERAS RAJA ULTIMA 5KG","Sembako","66200","57541",1,"66200","Jawa Timur"
"2023-08-05","ORD-SB-00723","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",2,"141400","Jawa Timur"
"2023-08-05","ORD-SB-00724","SB-GRO0053","Rose Brand Tebu Gula Pasir 1 kg","Sembako","14200","12300",2,"28400","Jawa Timur"
"2023-08-05","ORD-SB-00724","SB-GRO0049","Minyak Goreng Kelapa Barco 2 L","Sembako","85700","61200",1,"85700","Jawa Timur"
"2023-08-05","ORD-SB-00725","SB-GRO0055","TROPICAL MINYAK GORENG BOTOL 2 L","Sembako","32100","27861",1,"32100","Jawa Barat"
"2023-08-05","ORD-SB-00725","SB-GRO0050","SANIA BERAS 5KG","Sembako","65300","56700",2,"130600","Jawa Barat"
"2023-08-06","ORD-SB-00726","SB-GRO0056","Dolpin Iodium Garam Dapur 250 gram","Condiments","4300","3712",2,"8600","Jawa Barat"
"2023-08-06","ORD-SB-00726","SB-GRO0048","Sania Sawit Minyak Goreng Pouch 2 liter","Sembako","41800","32100",2,"83600","Jawa Barat"
"2023-08-06","ORD-SB-00727","SB-GRO0058","Ladaku Merica Lada Bubuk isi 6 pcs Pepper","Condiments","7500","6512",1,"7500","Jawa Timur"
"2023-08-06","ORD-SB-00727","SB-FRS0077","Tempe Besar Value - 1 pcs","Vegetables","8800","6700",1,"8800","Jawa Timur"
"2023-08-06","ORD-SB-00728","SB-GRO0059","Francis Organic Kacang Almond Panggang 31 gram","Snacks & Drinks","14200","12300",1,"14200","Jakarta"
"2023-08-06","ORD-SB-00728","SB-GRO0047","Gulaku Tebu Gula Pasir 1 kg","Sembako","14600","11200",1,"14600","Jakarta"
"2023-08-06","ORD-SB-00729","SB-GRO0060","Wafer Coklat Superstar Triple Chocolate Box 12 Pcs @ 216 Gr","Snacks & Drinks","13600","11751",2,"27200","Jawa Barat"
"2023-08-06","ORD-SB-00729","SB-GRO0046","Sumo Merah Beras Putih 5 kg","Sembako","74600","57312",1,"74600","Jawa Barat"
"2023-08-06","ORD-SB-00730","SB-FRS0061","Buah Naga Merah 1 kg","Fruits ","31900","24500",1,"31900","Jawa Tengah"
"2023-08-06","ORD-SB-00730","SB-FRZ00134","Udang Kupas Vannamei  400 gr","Frozen Meat","63200","54900",2,"126400","Jawa Tengah"
"2023-08-06","ORD-SB-00731","SB-FRS0062","Apel Fuji 1 Kg","Fruits ","40800","31341",2,"81600","Jakarta"
"2023-08-06","ORD-SB-00731","SB-FRZ00132","Cumi Ring / Squid Calamari Ring / Cumi Cincin - 500 gram","Frozen Meat","31800","27600",1,"31800","Jakarta"
"2023-08-06","ORD-SB-00732","SB-FRS0063","Alpukat Mentega /kg","Fruits ","41200","31651",1,"41200","Bali"
"2023-08-06","ORD-SB-00732","SB-FRS00109","MyRoti Roti Isi Cokelat 58 gram","Bread and Bakery","5200","4500",2,"10400","Bali"
"2023-08-06","ORD-SB-00733","SB-FRS0064","Jeruk Lemon Import 1 kg","Fruits ","31600","27451",1,"31600","Jawa Tengah"
"2023-08-06","ORD-SB-00733","SB-GRO001","Pringles Cheesy Cheese Keripik 102gr","Snacks & Drinks","26000","20000",1,"26000","Jawa Tengah"
"2023-08-06","ORD-SB-00734","SB-FRS0065","Pisang Tanduk /pcs","Fruits ","7800","6712",2,"15600","Jawa Tengah"
"2023-08-06","ORD-SB-00734","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",1,"46600","Jawa Tengah"
"2023-08-06","ORD-SB-00735","SB-FRS0066","Buah Pepaya Potong - 1 pack","Fruits ","14400","12450",1,"14400","Bali"
"2023-08-06","ORD-SB-00735","SB-GRO005","Monde Serena Snack Gold 50gr","Snacks & Drinks","4000","3475",1,"4000","Bali"
"2023-08-06","ORD-SB-00736","SB-FRS0067","Buah Naga Potong - 1 pack ","Fruits ","14400","12450",1,"14400","Bali"
"2023-08-06","ORD-SB-00736","SB-FRZ00128","Daging Giling Sapi | Minced Ground Beef - REGULAR - 500 gr","Frozen Meat","55900","48600",2,"111800","Bali"
"2023-08-07","ORD-SB-00737","SB-FRS0068","Buah Semangka Potong 350 gram Sayurbox","Fruits ","14400","12450",1,"14400","Jakarta"
"2023-08-07","ORD-SB-00737","SB-FRZ00148","Ice Cream Belgian Berry Choco 90mL","Ice Cream","20300","17600",2,"40600","Jakarta"
"2023-08-07","ORD-SB-00738","SB-FRS0069","Buah Jeruk Nipis Value Bulk - 1 Kg","Fruits ","31700","27541",1,"31700","Jakarta"
"2023-08-07","ORD-SB-00738","SB-GRO0031","Indomie Goreng Original Mie Instan 85 gram","Dry Food","3100","2345",2,"6200","Jakarta"
"2023-08-07","ORD-SB-00739","SB-FRS0071","Buah Nanas Palembang /pcs","Fruits ","12600","10871",1,"12600","Jawa Tengah"
"2023-08-07","ORD-SB-00739","SB-GRO0016","ABC Saus Sambal Extra Pedas 380 g","Condiments","16100","12314",2,"32200","Jawa Tengah"
"2023-08-07","ORD-SB-00740","SB-FRS0073","Strawberry Sweetheart Hidroponik 125 g ","Fruits ","19300","16765",1,"19300","Jawa Barat"
"2023-08-07","ORD-SB-00740","SB-FRS0086","Wortel Brastagi 1 kg","Vegetables","20400","17699",2,"40800","Jawa Barat"
"2023-08-07","ORD-SB-00741","SB-FRS0074","Pear Packham 1 kg","Fruits ","34000","29561",2,"68000","Jawa Barat"
"2023-08-07","ORD-SB-00741","SB-GRO0060","Wafer Coklat Superstar Triple Chocolate Box 12 Pcs @ 216 Gr","Snacks & Drinks","13600","11751",1,"13600","Jawa Barat"
"2023-08-07","ORD-SB-00742","SB-FRS0075","Pisang Ambon / Sisir","Fruits ","21600","18761",2,"43200","Jawa Timur"
"2023-08-07","ORD-SB-00742","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",1,"70700","Jawa Timur"
"2023-08-07","ORD-SB-00743","SB-FRS0076","Bawang Putih 250 gram","Vegetables","13400","10300",1,"13400","Jawa Timur"
"2023-08-07","ORD-SB-00743","SB-GRO0025","Lemonilo Alamami Bumbu Masak Praktis Ayam Goreng Kremes 25g","Condiments","5000","4317",2,"10000","Jawa Timur"
"2023-08-07","ORD-SB-00744","SB-FRS0077","Tempe Besar Value - 1 pcs","Vegetables","8800","6700",2,"17600","Jawa Barat"
"2023-08-07","ORD-SB-00744","SB-FRS0097","Anchor Pure New Zealand Butter Minidish Unsalted 10 pcs x 7 gram","Eggs & Dairy Products","34200","29667",1,"34200","Jawa Barat"
"2023-08-07","ORD-SB-00745","SB-FRS0078","Bayam Hijau Conventional 250 gram","Vegetables","4900","3700",1,"4900","Bali"
"2023-08-07","ORD-SB-00745","SB-FRS0098","Anchor Pure New Zealand Butter Minidish (Salted ) - 10 x 7gr","Eggs & Dairy Products","34200","29667",2,"68400","Bali"
"2023-08-07","ORD-SB-00746","SB-FRS0080","Buncis Conventional 250 gram ","Vegetables","7500","6511",2,"15000","Bali"
"2023-08-07","ORD-SB-00746","SB-GRO0017","ABC Saus Sambal Extra Pedas 275 ml","Condiments","14900","11412",1,"14900","Bali"
"2023-08-07","ORD-SB-00747","SB-FRS0082","Seledri Stick Import ","Vegetables","20300","17651",2,"40600","Bali"
"2023-08-07","ORD-SB-00747","SB-FRS0096","Metzger Classic Herb & Garlic Butter Cup (20 gr)","Eggs & Dairy Products","9000","7811",1,"9000","Bali"
"2023-08-07","ORD-SB-00748","SB-FRS0083","Jamur Champignon Natural /250g","Vegetables","18200","15761",2,"36400","Bali"
"2023-08-07","ORD-SB-00748","SB-FRS0090","Salad To Go Simply Lettuce 150 gram","Vegetables","23000","20000",1,"23000","Bali"
"2023-08-08","ORD-SB-00749","SB-FRS0084","Jamur Enokitake 100 G","Vegetables","5000","4317",1,"5000","Jawa Barat"
"2023-08-08","ORD-SB-00749","SB-FRZ00163","Bratwurst Cocktail Original Sosis Sapi 25 pcs ","Frozen Food","38500","33400",1,"38500","Jawa Barat"
"2023-08-08","ORD-SB-00750","SB-FRS0086","Wortel Brastagi 1 kg","Vegetables","20400","17699",2,"40800","Jawa Barat"
"2023-08-08","ORD-SB-00750","SB-FRS0078","Bayam Hijau Conventional 250 gram","Vegetables","4900","3700",1,"4900","Jawa Barat"
"2023-08-08","ORD-SB-00751","SB-FRS0087","Kentang Dieng Value - 1 Kg ","Vegetables","25900","22456",2,"51800","Bali"
"2023-08-08","ORD-SB-00751","SB-GRO0034","Indomie Japanese Miso Ramen","Dry Food","6300","5412",1,"6300","Bali"
"2023-08-08","ORD-SB-00752","SB-FRS0088","Jahe Value - 200 gram ","Vegetables","6600","5670",1,"6600","Jawa Tengah"
"2023-08-08","ORD-SB-00752","SB-FRS00113","Sari Roti Dorayaki Cokelat 55 gram","Bread and Bakery","6400","5500",1,"6400","Jawa Tengah"
"2023-08-08","ORD-SB-00753","SB-FRS0089","Salad To Go American Mix 150 gram","Vegetables","23000","20000",1,"23000","Jawa Barat"
"2023-08-08","ORD-SB-00753","SB-FRS0071","Buah Nanas Palembang /pcs","Fruits ","12600","10871",2,"25200","Jawa Barat"
"2023-08-08","ORD-SB-00754","SB-FRS0090","Salad To Go Simply Lettuce 150 gram","Vegetables","23000","20000",1,"23000","Jawa Timur"
"2023-08-08","ORD-SB-00754","SB-GRO0011","Aqua Air Mineral Botol 1.5 liter","Snacks & Drinks","5200","4500",2,"10400","Jawa Timur"
"2023-08-08","ORD-SB-00755","SB-FRS0091","Telur Ayam Negeri 10 pcs","Eggs & Dairy Products","23000","17651",2,"46000","Jawa Tengah"
"2023-08-08","ORD-SB-00755","SB-FRS0080","Buncis Conventional 250 gram ","Vegetables","7500","6511",1,"7500","Jawa Tengah"
"2023-08-08","ORD-SB-00756","SB-FRS0092","Ultra Milk Full Cream Susu UHT 1 liter","Eggs & Dairy Products","18900","14517",1,"18900","Bali"
"2023-08-08","ORD-SB-00756","SB-FRS0083","Jamur Champignon Natural /250g","Vegetables","18200","15761",1,"18200","Bali"
"2023-08-08","ORD-SB-00757","SB-FRS0093","Telur Ayam Negeri Omega 3 15 pcs","Eggs & Dairy Products","35900","27612",2,"71800","Jawa Barat"
"2023-08-08","ORD-SB-00757","SB-GRO0039","La Fonte Lasagna Sheets - 230 gram","Dry Food","21600","18700",2,"43200","Jawa Barat"
