Order_ID,Item_ID,Item_Price,Quantity,Total_Price
ORD-SB-00686,SB-FRS0093,35900,2,71800
ORD-SB-00687,SB-GRO007,10900,1,10900
ORD-SB-00687,SB-FRS0092,18900,2,37800
ORD-SB-00688,SB-GRO008,7600,1,7600
ORD-SB-00688,SB-FRS0091,23000,2,46000
ORD-SB-00689,SB-GRO0010,8800,2,17600
ORD-SB-00689,SB-GRO0059,14200,1,14200
ORD-SB-00690,SB-GRO0011,5200,1,5200
ORD-SB-00690,SB-GRO0032,3000,2,6000
ORD-SB-00691,SB-GRO0013,118600,2,237200
ORD-SB-00691,SB-GRO0033,3000,2,6000
ORD-SB-00692,SB-GRO0014,8700,1,8700
ORD-SB-00692,SB-GRO0026,41000,1,41000
ORD-SB-00693,SB-GRO0015,18200,2,36400
ORD-SB-00693,SB-GRO0018,13600,1,13600
ORD-SB-00694,SB-GRO0016,16100,1,16100
ORD-SB-00694,SB-FRZ00143,6500,2,13000
ORD-SB-00695,SB-GRO0017,14900,1,14900
ORD-SB-00695,SB-FRS0082,20300,1,20300
ORD-SB-00696,SB-GRO0018,13600,1,13600
ORD-SB-00696,SB-GRO0053,14200,1,14200
ORD-SB-00697,SB-GRO0020,2900,2,5800
ORD-SB-00697,SB-FRS00106,16100,2,32200
ORD-SB-00698,SB-GRO0021,2900,2,5800
ORD-SB-00698,SB-GRO0030,6300,1,6300
ORD-SB-00699,SB-GRO0022,8700,1,8700
ORD-SB-00699,SB-FRS0068,14400,1,14400
ORD-SB-00700,SB-GRO0023,7800,2,15600
ORD-SB-00700,SB-FRS0094,52600,2,105200
ORD-SB-00701,SB-GRO0025,5000,2,10000
ORD-SB-00701,SB-FRS0089,23000,2,46000
ORD-SB-00702,SB-GRO0026,41000,1,41000
ORD-SB-00702,SB-FRS0065,7800,1,7800
ORD-SB-00703,SB-GRO0028,27000,1,27000
ORD-SB-00703,SB-GRO0010,8800,1,8800
ORD-SB-00704,SB-GRO0029,20200,2,40400
ORD-SB-00704,SB-FRZ00147,12700,1,12700
ORD-SB-00705,SB-GRO0030,6300,2,12600
ORD-SB-00705,SB-FRZ00144,5200,2,10400
ORD-SB-00706,SB-GRO0031,3100,2,6200
ORD-SB-00706,SB-GRO0013,118600,1,118600
ORD-SB-00707,SB-GRO0032,3000,1,3000
ORD-SB-00707,SB-FRS00114,7800,2,15600
ORD-SB-00708,SB-GRO0033,3000,1,3000
ORD-SB-00708,SB-FRS00110,6900,2,13800
ORD-SB-00709,SB-GRO0034,6300,2,12600
ORD-SB-00709,SB-FRS00111,6900,1,6900
ORD-SB-00710,SB-GRO0038,27000,1,27000
ORD-SB-00710,SB-GRO0058,7500,1,7500
ORD-SB-00711,SB-GRO0039,21600,2,43200
ORD-SB-00711,SB-FRS0066,14400,1,14400
ORD-SB-00712,SB-GRO0040,8700,1,8700
ORD-SB-00712,SB-FRS0064,31600,1,31600
ORD-SB-00713,SB-GRO0041,19000,2,38000
ORD-SB-00713,SB-FRS0088,6600,1,6600
ORD-SB-00714,SB-GRO0042,5200,2,10400
ORD-SB-00714,SB-GRO0015,18200,2,36400
ORD-SB-00715,SB-GRO0043,4000,1,4000
ORD-SB-00715,SB-FRS00104,38500,2,77000
ORD-SB-00716,SB-GRO0044,11800,1,11800
ORD-SB-00716,SB-FRZ00161,29400,1,29400
ORD-SB-00717,SB-GRO0045,7800,2,15600
ORD-SB-00717,SB-GRO0025,5000,1,5000
ORD-SB-00718,SB-GRO0046,74600,2,149200
ORD-SB-00718,SB-FRZ00162,30800,1,30800
ORD-SB-00719,SB-GRO0047,14600,2,29200
ORD-SB-00719,SB-FRS0087,25900,2,51800
ORD-SB-00720,SB-GRO0048,41800,2,83600
ORD-SB-00720,SB-FRZ00151,31800,1,31800
ORD-SB-00721,SB-GRO0050,65300,1,65300
ORD-SB-00721,SB-GRO0052,66200,1,66200
ORD-SB-00722,SB-GRO0051,70700,2,141400
ORD-SB-00722,SB-GRO0053,14200,1,14200
ORD-SB-00723,SB-GRO0052,66200,1,66200
ORD-SB-00723,SB-GRO0051,70700,2,141400
ORD-SB-00724,SB-GRO0053,14200,2,28400
ORD-SB-00724,SB-GRO0049,85700,1,85700
ORD-SB-00725,SB-GRO0055,32100,1,32100
ORD-SB-00725,SB-GRO0050,65300,2,130600
ORD-SB-00726,SB-GRO0056,4300,2,8600
ORD-SB-00726,SB-GRO0048,41800,2,83600
ORD-SB-00727,SB-GRO0058,7500,1,7500
ORD-SB-00727,SB-FRS0077,8800,1,8800
ORD-SB-00728,SB-GRO0059,14200,1,14200
ORD-SB-00728,SB-GRO0047,14600,1,14600
ORD-SB-00729,SB-GRO0060,13600,2,27200
ORD-SB-00729,SB-GRO0046,74600,1,74600
ORD-SB-00730,SB-FRS0061,31900,1,31900
ORD-SB-00730,SB-FRZ00134,63200,2,126400
ORD-SB-00731,SB-FRS0062,40800,2,81600
ORD-SB-00731,SB-FRZ00132,31800,1,31800
ORD-SB-00732,SB-FRS0063,41200,1,41200
ORD-SB-00732,SB-FRS00109,5200,2,10400
ORD-SB-00733,SB-FRS0064,31600,1,31600
ORD-SB-00733,SB-GRO001,26000,1,26000
ORD-SB-00734,SB-FRS0065,7800,2,15600
ORD-SB-00734,SB-FRZ00152,46600,1,46600
ORD-SB-00735,SB-FRS0066,14400,1,14400
ORD-SB-00735,SB-GRO005,4000,1,4000
ORD-SB-00736,SB-FRS0067,14400,1,14400
ORD-SB-00736,SB-FRZ00128,55900,2,111800
ORD-SB-00737,SB-FRS0068,14400,1,14400
ORD-SB-00737,SB-FRZ00148,20300,2,40600
ORD-SB-00738,SB-FRS0069,31700,1,31700
ORD-SB-00738,SB-GRO0031,3100,2,6200
ORD-SB-00739,SB-FRS0071,12600,1,12600
ORD-SB-00739,SB-GRO0016,16100,2,32200
ORD-SB-00740,SB-FRS0073,19300,1,19300
ORD-SB-00740,SB-FRS0086,20400,2,40800
ORD-SB-00741,SB-FRS0074,34000,2,68000
ORD-SB-00741,SB-GRO0060,13600,1,13600
ORD-SB-00742,SB-FRS0075,21600,2,43200
ORD-SB-00742,SB-GRO0051,70700,1,70700
ORD-SB-00743,SB-FRS0076,13400,1,13400
ORD-SB-00743,SB-GRO0025,5000,2,10000
ORD-SB-00744,SB-FRS0077,8800,2,17600
ORD-SB-00744,SB-FRS0097,34200,1,34200
ORD-SB-00745,SB-FRS0078,4900,1,4900
ORD-SB-00745,SB-FRS0098,34200,2,68400
ORD-SB-00746,SB-FRS0080,7500,2,15000
ORD-SB-00746,SB-GRO0017,14900,1,14900
ORD-SB-00747,SB-FRS0082,20300,2,40600
ORD-SB-00747,SB-FRS0096,9000,1,9000
ORD-SB-00748,SB-FRS0083,18200,2,36400
ORD-SB-00748,SB-FRS0090,23000,1,23000
ORD-SB-00749,SB-FRS0084,5000,1,5000
ORD-SB-00749,SB-FRZ00163,38500,1,38500
ORD-SB-00750,SB-FRS0086,20400,2,40800
ORD-SB-00750,SB-FRS0078,4900,1,4900
ORD-SB-00751,SB-FRS0087,25900,2,51800
ORD-SB-00751,SB-GRO0034,6300,1,6300
ORD-SB-00752,SB-FRS0088,6600,1,6600
ORD-SB-00752,SB-FRS00113,6400,1,6400
ORD-SB-00753,SB-FRS0089,23000,1,23000
ORD-SB-00753,SB-FRS0071,12600,2,25200
ORD-SB-00754,SB-FRS0090,23000,1,23000
ORD-SB-00754,SB-GRO0011,5200,2,10400
ORD-SB-00755,SB-FRS0091,23000,2,46000
ORD-SB-00755,SB-FRS0080,7500,1,7500
ORD-SB-00756,SB-FRS0092,18900,1,18900
ORD-SB-00756,SB-FRS0083,18200,1,18200
ORD-SB-00757,SB-FRS0093,35900,2,71800
ORD-SB-00757,SB-GRO0039,21600,2,43200
ORD-SB-00758,SB-FRS0094,52600,2,105200
ORD-SB-00758,SB-GRO0020,2900,1,2900
ORD-SB-00759,SB-FRS0096,9000,2,18000
ORD-SB-00759,SB-FRZ00141,5800,2,11600
ORD-SB-00760,SB-FRS0097,34200,2,68400
ORD-SB-00760,SB-FRS00107,22900,1,22900
ORD-SB-00761,SB-FRS0098,34200,2,68400
ORD-SB-00761,SB-FRS00108,16800,2,33600
ORD-SB-00762,SB-FRS00101,26200,1,26200
ORD-SB-00762,SB-FRS00112,6900,2,13800
ORD-SB-00763,SB-FRS00102,65300,1,65300
ORD-SB-00763,SB-FRZ00131,32200,2,64400
ORD-SB-00764,SB-FRS00103,18100,1,18100
ORD-SB-00764,SB-GRO0044,11800,1,11800
ORD-SB-00765,SB-FRS00104,38500,2,77000
ORD-SB-00765,SB-GRO0045,7800,2,15600
ORD-SB-00766,SB-FRS00106,16100,2,32200
ORD-SB-00766,SB-GRO0046,74600,1,74600
ORD-SB-00767,SB-FRS00107,22900,2,45800
ORD-SB-00767,SB-GRO0040,8700,1,8700
ORD-SB-00768,SB-FRS00108,16800,2,33600
ORD-SB-00768,SB-FRZ00122,50400,2,100800
ORD-SB-00769,SB-FRS00109,5200,2,10400
ORD-SB-00769,SB-FRZ00159,40300,1,40300
ORD-SB-00770,SB-FRS00110,6900,1,6900
ORD-SB-00770,SB-FRS0069,31700,1,31700
ORD-SB-00771,SB-FRS00111,6900,1,6900
ORD-SB-00771,SB-FRZ00154,52400,1,52400
ORD-SB-00772,SB-FRS00112,6900,1,6900
ORD-SB-00772,SB-GRO0055,32100,1,32100
ORD-SB-00773,SB-FRS00113,6400,1,6400
ORD-SB-00773,SB-FRS0074,34000,2,68000
ORD-SB-00774,SB-FRS00114,7800,2,15600
ORD-SB-00774,SB-FRZ00156,26500,1,26500
ORD-SB-00775,SB-FRS00115,20300,1,20300
ORD-SB-00775,SB-FRZ00160,28200,1,28200
ORD-SB-00776,SB-FRS00116,23500,2,47000
ORD-SB-00776,SB-FRZ00145,55000,1,55000
ORD-SB-00777,SB-FRS00117,16800,2,33600
ORD-SB-00777,SB-GRO0054,128500,1,128500
ORD-SB-00778,SB-FRS00118,65300,1,65300
ORD-SB-00778,SB-FRS00120,39600,2,79200
ORD-SB-00779,SB-FRS00119,25700,2,51400
ORD-SB-00779,SB-FRZ00121,79100,2,158200
ORD-SB-00780,SB-FRS00120,39600,1,39600
ORD-SB-00780,SB-FRZ00135,35100,1,35100
ORD-SB-00781,SB-FRZ00121,79100,1,79100
ORD-SB-00781,SB-FRZ00133,23200,1,23200
ORD-SB-00782,SB-FRZ00122,50400,2,100800
ORD-SB-00782,SB-FRS00101,26200,1,26200
ORD-SB-00783,SB-FRZ00123,56100,1,56100
ORD-SB-00783,SB-GRO0021,2900,1,2900
ORD-SB-00784,SB-FRZ00128,55900,2,111800
ORD-SB-00784,SB-GRO0050,65300,2,130600
ORD-SB-00785,SB-FRZ00129,23200,2,46400
ORD-SB-00785,SB-GRO004,7700,2,15400
ORD-SB-00786,SB-FRZ00130,27100,1,27100
ORD-SB-00786,SB-FRZ00157,64400,1,64400
ORD-SB-00787,SB-FRZ00131,32200,2,64400
ORD-SB-00787,SB-GRO0056,4300,2,8600
ORD-SB-00788,SB-FRZ00132,31800,2,63600
ORD-SB-00788,SB-FRZ00165,17300,1,17300
ORD-SB-00789,SB-FRZ00133,23200,2,46400
ORD-SB-00789,SB-GRO0029,20200,1,20200
ORD-SB-00790,SB-FRZ00134,63200,2,126400
ORD-SB-00790,SB-GRO0055,32100,1,32100
ORD-SB-00791,SB-FRZ00135,35100,1,35100
ORD-SB-00791,SB-GRO0023,7800,2,15600
ORD-SB-00792,SB-FRZ00136,5200,2,10400
ORD-SB-00792,SB-GRO0047,14600,1,14600
ORD-SB-00793,SB-FRZ00137,16300,2,32600
ORD-SB-00793,SB-GRO0048,41800,2,83600
ORD-SB-00794,SB-FRZ00138,8800,2,17600
ORD-SB-00794,SB-GRO0028,27000,2,54000
ORD-SB-00795,SB-FRZ00141,5800,2,11600
ORD-SB-00795,SB-GRO0052,66200,1,66200
ORD-SB-00796,SB-FRZ00143,6500,2,13000
ORD-SB-00796,SB-GRO0014,8700,1,8700
ORD-SB-00797,SB-FRZ00144,5200,2,10400
ORD-SB-00797,SB-FRS0084,5000,1,5000
ORD-SB-00798,SB-FRZ00145,55000,1,55000
ORD-SB-00798,SB-GRO003,46500,1,46500
ORD-SB-00799,SB-FRZ00146,18000,2,36000
ORD-SB-00799,SB-FRZ00137,16300,2,32600
ORD-SB-00800,SB-FRZ00147,12700,2,25400
ORD-SB-00800,SB-FRZ00136,5200,2,10400
ORD-SB-00801,SB-FRZ00148,20300,1,20300
ORD-SB-00801,SB-GRO008,7600,2,15200
ORD-SB-00802,SB-FRZ00149,25700,1,25700
ORD-SB-00802,SB-GRO0041,19000,2,38000
ORD-SB-00803,SB-FRZ00150,4300,1,4300
ORD-SB-00803,SB-GRO0043,4000,2,8000
ORD-SB-00804,SB-FRZ00151,31800,1,31800
ORD-SB-00804,SB-GRO001,26000,2,52000
ORD-SB-00805,SB-FRZ00152,46600,1,46600
ORD-SB-00805,SB-GRO002,10300,1,10300
ORD-SB-00806,SB-FRZ00153,26800,2,53600
ORD-SB-00806,SB-GRO003,46500,1,46500
ORD-SB-00807,SB-FRZ00154,52400,1,52400
ORD-SB-00807,SB-GRO004,7700,2,15400
ORD-SB-00808,SB-FRZ00155,54800,2,109600
ORD-SB-00808,SB-GRO005,4000,2,8000
ORD-SB-00809,SB-FRZ00156,26500,2,53000
ORD-SB-00809,SB-GRO006,8700,2,17400
ORD-SB-00810,SB-FRZ00157,64400,2,128800
ORD-SB-00810,SB-GRO007,10900,1,10900
ORD-SB-00811,SB-FRZ00159,40300,2,80600
ORD-SB-00811,SB-GRO008,7600,1,7600
ORD-SB-00812,SB-FRZ00160,28200,1,28200
ORD-SB-00812,SB-GRO0010,8800,2,17600
ORD-SB-00813,SB-FRZ00161,29400,1,29400
ORD-SB-00813,SB-GRO0011,5200,1,5200
ORD-SB-00814,SB-FRZ00162,30800,1,30800
ORD-SB-00814,SB-GRO0013,118600,1,118600
ORD-SB-00815,SB-FRZ00163,38500,1,38500
ORD-SB-00815,SB-GRO0014,8700,2,17400
ORD-SB-00816,SB-FRZ00165,17300,1,17300
ORD-SB-00816,SB-GRO0015,18200,1,18200
ORD-SB-00817,SB-GRO008,7600,1,7600
ORD-SB-00817,SB-GRO0016,16100,2,32200
ORD-SB-00818,SB-GRO007,10900,2,21800
ORD-SB-00818,SB-GRO0017,14900,1,14900
ORD-SB-00819,SB-GRO0060,13600,2,27200
ORD-SB-00819,SB-GRO0018,13600,2,27200
ORD-SB-00820,SB-GRO006,8700,2,17400
ORD-SB-00820,SB-GRO0020,2900,2,5800
ORD-SB-00821,SB-GRO0059,14200,2,28400
ORD-SB-00821,SB-GRO0021,2900,1,2900
ORD-SB-00822,SB-GRO0058,7500,2,15000
ORD-SB-00822,SB-GRO0022,8700,1,8700
ORD-SB-00823,SB-GRO0056,4300,2,8600
ORD-SB-00823,SB-GRO0023,7800,2,15600
ORD-SB-00824,SB-GRO0055,32100,1,32100
ORD-SB-00824,SB-GRO0025,5000,2,10000
ORD-SB-00825,SB-GRO0053,14200,1,14200
ORD-SB-00825,SB-GRO0026,41000,2,82000
ORD-SB-00826,SB-GRO0052,66200,1,66200
ORD-SB-00826,SB-GRO0028,27000,2,54000
ORD-SB-00827,SB-GRO0051,70700,2,141400
ORD-SB-00827,SB-GRO0029,20200,2,40400
ORD-SB-00828,SB-GRO0050,65300,2,130600
ORD-SB-00828,SB-GRO0030,6300,2,12600
ORD-SB-00829,SB-GRO005,4000,2,8000
ORD-SB-00829,SB-GRO0031,3100,1,3100
ORD-SB-00830,SB-GRO0048,41800,1,41800
ORD-SB-00830,SB-GRO0032,3000,2,6000
ORD-SB-00831,SB-GRO0047,14600,1,14600
ORD-SB-00831,SB-GRO0033,3000,1,3000
ORD-SB-00832,SB-GRO0046,74600,2,149200
ORD-SB-00832,SB-GRO0034,6300,2,12600
ORD-SB-00833,SB-GRO0045,7800,1,7800
ORD-SB-00833,SB-GRO0038,27000,2,54000
ORD-SB-00834,SB-GRO0044,11800,2,23600
ORD-SB-00834,SB-GRO0039,21600,2,43200
ORD-SB-00835,SB-GRO0043,4000,1,4000
ORD-SB-00835,SB-GRO0040,8700,2,17400
ORD-SB-00836,SB-GRO0042,5200,1,5200
ORD-SB-00836,SB-GRO0041,19000,2,38000
ORD-SB-00837,SB-GRO0041,19000,1,19000
ORD-SB-00837,SB-GRO0042,5200,1,5200
ORD-SB-00838,SB-GRO0040,8700,1,8700
ORD-SB-00838,SB-GRO0043,4000,2,8000
ORD-SB-00839,SB-GRO004,7700,2,15400
ORD-SB-00839,SB-GRO0044,11800,2,23600
ORD-SB-00840,SB-GRO0039,21600,2,43200
ORD-SB-00840,SB-GRO0045,7800,1,7800
ORD-SB-00841,SB-GRO0038,27000,2,54000
ORD-SB-00841,SB-GRO0046,74600,2,149200
ORD-SB-00842,SB-GRO0034,6300,2,12600
ORD-SB-00842,SB-GRO0047,14600,2,29200
ORD-SB-00843,SB-GRO0033,3000,1,3000
ORD-SB-00843,SB-GRO0048,41800,2,83600
ORD-SB-00844,SB-GRO0032,3000,1,3000
ORD-SB-00844,SB-GRO0050,65300,2,130600
ORD-SB-00845,SB-GRO0031,3100,1,3100
ORD-SB-00845,SB-GRO0051,70700,1,70700
ORD-SB-00846,SB-GRO0030,6300,2,12600
ORD-SB-00846,SB-GRO0052,66200,2,132400
ORD-SB-00847,SB-GRO003,46500,1,46500
ORD-SB-00847,SB-GRO0053,14200,1,14200
ORD-SB-00848,SB-GRO0029,20200,2,40400
ORD-SB-00848,SB-GRO0055,32100,1,32100
ORD-SB-00849,SB-GRO0028,27000,1,27000
ORD-SB-00849,SB-GRO0056,4300,1,4300
ORD-SB-00850,SB-GRO0026,41000,1,41000
ORD-SB-00850,SB-GRO0058,7500,2,15000
ORD-SB-00851,SB-GRO0025,5000,2,10000
ORD-SB-00851,SB-GRO0059,14200,2,28400
ORD-SB-00852,SB-GRO0023,7800,1,7800
ORD-SB-00852,SB-GRO0060,13600,2,27200
ORD-SB-00853,SB-GRO0022,8700,1,8700
ORD-SB-00853,SB-FRS0061,31900,1,31900
ORD-SB-00854,SB-GRO0021,2900,2,5800
ORD-SB-00854,SB-FRS0062,40800,2,81600
ORD-SB-00855,SB-GRO0020,2900,2,5800
ORD-SB-00855,SB-FRS0063,41200,1,41200
ORD-SB-00856,SB-GRO002,10300,1,10300
ORD-SB-00856,SB-FRS0064,31600,1,31600
ORD-SB-00857,SB-GRO0018,13600,2,27200
ORD-SB-00857,SB-FRS0065,7800,1,7800
ORD-SB-00858,SB-GRO0017,14900,2,29800
ORD-SB-00858,SB-FRS0066,14400,1,14400
ORD-SB-00859,SB-GRO0016,16100,1,16100
ORD-SB-00859,SB-FRS0067,14400,2,28800
ORD-SB-00860,SB-GRO0015,18200,2,36400
ORD-SB-00860,SB-FRS0068,14400,1,14400
ORD-SB-00861,SB-GRO0014,8700,1,8700
ORD-SB-00861,SB-FRS0069,31700,1,31700
ORD-SB-00862,SB-GRO0013,118600,2,237200
ORD-SB-00862,SB-FRS0071,12600,1,12600
ORD-SB-00863,SB-GRO0011,5200,2,10400
ORD-SB-00863,SB-FRS0073,19300,2,38600
ORD-SB-00864,SB-GRO0010,8800,1,8800
ORD-SB-00864,SB-FRS0074,34000,1,34000
ORD-SB-00865,SB-GRO001,26000,2,52000
ORD-SB-00865,SB-FRS0075,21600,1,21600
ORD-SB-00866,SB-FRZ00165,17300,1,17300
ORD-SB-00866,SB-FRS0076,13400,1,13400
ORD-SB-00867,SB-FRZ00163,38500,2,77000
ORD-SB-00867,SB-FRS0077,8800,2,17600
ORD-SB-00868,SB-FRZ00162,30800,2,61600
ORD-SB-00868,SB-FRS0078,4900,2,9800
ORD-SB-00869,SB-FRZ00161,29400,2,58800
ORD-SB-00869,SB-FRS0080,7500,2,15000
ORD-SB-00870,SB-FRZ00160,28200,1,28200
ORD-SB-00870,SB-FRS0082,20300,1,20300
ORD-SB-00871,SB-FRZ00159,40300,2,80600
ORD-SB-00871,SB-FRS0083,18200,1,18200
ORD-SB-00872,SB-FRZ00157,64400,2,128800
ORD-SB-00872,SB-FRS0084,5000,1,5000
ORD-SB-00873,SB-FRZ00156,26500,2,53000
ORD-SB-00873,SB-FRS0086,20400,1,20400
ORD-SB-00874,SB-FRZ00155,54800,2,109600
ORD-SB-00874,SB-FRS0087,25900,1,25900
ORD-SB-00875,SB-FRZ00154,52400,2,104800
ORD-SB-00875,SB-FRS0088,6600,1,6600
ORD-SB-00876,SB-FRZ00153,26800,1,26800
ORD-SB-00876,SB-FRS0089,23000,2,46000
ORD-SB-00877,SB-FRZ00152,46600,2,93200
ORD-SB-00877,SB-FRS0090,23000,1,23000
ORD-SB-00878,SB-FRZ00151,31800,1,31800
ORD-SB-00878,SB-FRS0091,23000,2,46000
ORD-SB-00879,SB-FRZ00150,4300,1,4300
ORD-SB-00879,SB-FRS0092,18900,2,37800
ORD-SB-00880,SB-FRZ00149,25700,1,25700
ORD-SB-00880,SB-FRS0093,35900,1,35900
ORD-SB-00881,SB-FRZ00148,20300,1,20300
ORD-SB-00881,SB-FRS0094,52600,2,105200
ORD-SB-00882,SB-FRZ00147,12700,2,25400
ORD-SB-00882,SB-FRS0096,9000,1,9000
ORD-SB-00883,SB-FRZ00146,18000,2,36000
ORD-SB-00883,SB-FRS0097,34200,2,68400
ORD-SB-00884,SB-FRZ00145,55000,1,55000
ORD-SB-00884,SB-FRS0098,34200,2,68400
ORD-SB-00885,SB-FRZ00144,5200,2,10400
ORD-SB-00885,SB-FRS00101,26200,2,52400
ORD-SB-00886,SB-FRZ00143,6500,2,13000
ORD-SB-00886,SB-FRS00102,65300,2,130600
ORD-SB-00887,SB-FRZ00141,5800,1,5800
ORD-SB-00887,SB-FRS00103,18100,1,18100
ORD-SB-00888,SB-FRZ00138,8800,1,8800
ORD-SB-00888,SB-FRS00104,38500,1,38500
ORD-SB-00889,SB-FRZ00137,16300,2,32600
ORD-SB-00889,SB-FRS00106,16100,1,16100
ORD-SB-00890,SB-FRZ00136,5200,1,5200
ORD-SB-00890,SB-FRS00107,22900,2,45800
ORD-SB-00891,SB-FRZ00135,35100,1,35100
ORD-SB-00891,SB-FRS00108,16800,1,16800
ORD-SB-00892,SB-FRZ00134,63200,1,63200
ORD-SB-00892,SB-FRS00109,5200,1,5200
ORD-SB-00893,SB-FRZ00133,23200,1,23200
ORD-SB-00893,SB-FRS00110,6900,1,6900
ORD-SB-00894,SB-FRZ00132,31800,2,63600
ORD-SB-00894,SB-FRS00111,6900,2,13800
ORD-SB-00895,SB-FRZ00131,32200,1,32200
ORD-SB-00895,SB-FRS00112,6900,1,6900
ORD-SB-00896,SB-FRZ00130,27100,2,54200
ORD-SB-00896,SB-FRS00113,6400,1,6400
ORD-SB-00897,SB-FRZ00129,23200,1,23200
ORD-SB-00897,SB-FRS00114,7800,2,15600
ORD-SB-00898,SB-FRZ00128,55900,2,111800
ORD-SB-00898,SB-FRS00115,20300,1,20300
ORD-SB-00899,SB-FRZ00123,56100,1,56100
ORD-SB-00899,SB-FRS00116,23500,1,23500
ORD-SB-00900,SB-FRZ00122,50400,2,100800
ORD-SB-00900,SB-FRS00117,16800,2,33600
ORD-SB-00901,SB-FRZ00121,79100,1,79100
ORD-SB-00901,SB-FRS00118,65300,1,65300
ORD-SB-00902,SB-FRS0098,34200,2,68400
ORD-SB-00902,SB-FRS00119,25700,1,25700
ORD-SB-00903,SB-FRS0097,34200,2,68400
ORD-SB-00903,SB-FRS00120,39600,2,79200
ORD-SB-00904,SB-FRS0096,9000,2,18000
ORD-SB-00904,SB-FRZ00121,79100,1,79100
ORD-SB-00905,SB-FRS0094,52600,2,105200
ORD-SB-00905,SB-FRZ00122,50400,2,100800
ORD-SB-00906,SB-FRS0093,35900,1,35900
ORD-SB-00906,SB-FRZ00123,56100,2,112200
ORD-SB-00907,SB-FRS0092,18900,1,18900
ORD-SB-00907,SB-FRZ00128,55900,2,111800
ORD-SB-00908,SB-FRS0091,23000,2,46000
ORD-SB-00908,SB-FRZ00129,23200,2,46400
ORD-SB-00909,SB-FRS0090,23000,2,46000
ORD-SB-00909,SB-FRZ00130,27100,2,54200
ORD-SB-00910,SB-FRS0089,23000,1,23000
ORD-SB-00910,SB-FRZ00131,32200,1,32200
ORD-SB-00911,SB-FRS0088,6600,1,6600
ORD-SB-00911,SB-FRZ00132,31800,2,63600
ORD-SB-00912,SB-FRS0087,25900,1,25900
ORD-SB-00912,SB-FRZ00133,23200,2,46400
ORD-SB-00913,SB-FRS0086,20400,1,20400
ORD-SB-00913,SB-FRZ00134,63200,2,126400
ORD-SB-00914,SB-FRS0084,5000,2,10000
ORD-SB-00914,SB-FRZ00135,35100,1,35100
ORD-SB-00915,SB-FRS0083,18200,1,18200
ORD-SB-00915,SB-FRZ00136,5200,1,5200
ORD-SB-00916,SB-FRS0082,20300,1,20300
ORD-SB-00916,SB-FRZ00137,16300,2,32600
ORD-SB-00917,SB-FRS0080,7500,2,15000
ORD-SB-00917,SB-FRZ00138,8800,2,17600
ORD-SB-00918,SB-FRS0078,4900,1,4900
ORD-SB-00918,SB-FRZ00141,5800,1,5800
ORD-SB-00919,SB-FRS0077,8800,2,17600
ORD-SB-00919,SB-FRZ00143,6500,1,6500
ORD-SB-00920,SB-FRS0076,13400,2,26800
ORD-SB-00920,SB-FRZ00144,5200,2,10400
ORD-SB-00921,SB-FRS0075,21600,1,21600
ORD-SB-00921,SB-FRZ00145,55000,2,110000
ORD-SB-00922,SB-FRS0074,34000,2,68000
ORD-SB-00922,SB-FRZ00146,18000,1,18000
ORD-SB-00923,SB-FRS0073,19300,1,19300
ORD-SB-00923,SB-FRZ00147,12700,1,12700
ORD-SB-00924,SB-FRS0071,12600,2,25200
ORD-SB-00924,SB-FRZ00148,20300,2,40600
ORD-SB-00925,SB-FRS0069,31700,1,31700
ORD-SB-00925,SB-FRZ00149,25700,1,25700
ORD-SB-00926,SB-FRS0068,14400,2,28800
ORD-SB-00926,SB-FRZ00150,4300,1,4300
ORD-SB-00927,SB-FRS0067,14400,2,28800
ORD-SB-00927,SB-FRZ00151,31800,2,63600
ORD-SB-00928,SB-FRS0066,14400,2,28800
ORD-SB-00928,SB-FRZ00152,46600,2,93200
ORD-SB-00929,SB-FRS0065,7800,2,15600
ORD-SB-00929,SB-FRZ00153,26800,1,26800
ORD-SB-00930,SB-FRS0064,31600,1,31600
ORD-SB-00930,SB-FRZ00154,52400,2,104800
ORD-SB-00931,SB-FRS0063,41200,2,82400
ORD-SB-00931,SB-FRZ00155,54800,1,54800
ORD-SB-00932,SB-FRS0062,40800,2,81600
ORD-SB-00932,SB-FRZ00156,26500,1,26500
ORD-SB-00933,SB-FRS0061,31900,2,63800
ORD-SB-00933,SB-FRZ00157,64400,1,64400
ORD-SB-00934,SB-FRS00120,39600,2,79200
ORD-SB-00934,SB-FRZ00159,40300,1,40300
ORD-SB-00935,SB-FRS00119,25700,1,25700
ORD-SB-00935,SB-FRZ00160,28200,2,56400
ORD-SB-00936,SB-FRS00118,65300,2,130600
ORD-SB-00936,SB-FRZ00161,29400,1,29400
ORD-SB-00937,SB-FRS00117,16800,1,16800
ORD-SB-00937,SB-FRZ00162,30800,1,30800
ORD-SB-00938,SB-FRS00116,23500,2,47000
ORD-SB-00938,SB-FRZ00163,38500,2,77000
ORD-SB-00939,SB-FRS00115,20300,1,20300
ORD-SB-00939,SB-FRZ00165,17300,2,34600
ORD-SB-00940,SB-FRS00114,7800,1,7800
ORD-SB-00940,SB-LIV00166,8800,1,8800
ORD-SB-00940,SB-GRO001,26000,1,26000
ORD-SB-00940,SB-GRO0028,27000,2,54000
ORD-SB-00941,SB-FRS00113,6400,2,12800
ORD-SB-00941,SB-LIV00167,9800,1,9800
