Order_Date,Order_ID,Cust_ID,Order_Total,Item Quantity,Delivery_ID,Payment_ID,Status
2023-08-02,ORD-SB-00688,SD-USR10059,38200,3,DEL-SB02,PAY-SD05,Delivered
2023-08-02,ORD-SB-00689,SD-USR10031,23000,2,DEL-SB02,PAY-SD07,Delivered
2023-08-02,ORD-SB-00690,SD-USR10058,8200,2,DEL-SB02,PAY-SD07,Delivered
2023-08-02,ORD-SB-00691,SD-USR10085,121600,2,DEL-SB01,PAY-SD07,Delivered
2023-08-02,ORD-SB-00692,SD-USR10016,58400,3,DEL-SB01,PAY-SD04,Delivered
2023-08-03,ORD-SB-00693,SD-USR10019,45400,3,DEL-SB01,PAY-SD07,Delivered
2023-08-03,ORD-SB-00694,SD-USR10025,45200,4,DEL-SB03,PAY-SD07,Delivered
2023-08-03,ORD-SB-00695,SD-USR1006,70400,4,DEL-SB01,PAY-SD06,Delivered
2023-08-03,ORD-SB-00696,SD-USR10024,55600,4,DEL-SB03,PAY-SD06,Delivered
2023-08-03,ORD-SB-00697,SD-USR1004,21900,3,DEL-SB03,PAY-SD07,Delivered
2023-08-03,ORD-SB-00698,SD-USR10011,18400,4,DEL-SB02,PAY-SD06,Delivered
2023-08-03,ORD-SB-00699,SD-USR10026,46200,4,DEL-SB03,PAY-SD05,Delivered
2023-08-03,ORD-SB-00700,SD-USR10020,68200,3,DEL-SB01,PAY-SD04,Delivered
2023-08-03,ORD-SB-00701,SD-USR10092,56000,4,DEL-SB01,PAY-SD05,Delivered
2023-08-03,ORD-SB-00702,SD-USR1007,48800,2,DEL-SB03,PAY-SD07,Delivered
2023-08-03,ORD-SB-00703,SD-USR10040,71600,4,DEL-SB03,PAY-SD05,Delivered
2023-08-03,ORD-SB-00704,SD-USR10071,53100,3,DEL-SB01,PAY-SD07,Delivered
2023-08-04,ORD-SB-00705,SD-USR10088,17800,3,DEL-SB03,PAY-SD07,Delivered
2023-08-04,ORD-SB-00706,SD-USR10090,240300,3,DEL-SB01,PAY-SD07,Delivered
2023-08-04,ORD-SB-00707,SD-USR10078,21600,4,DEL-SB02,PAY-SD04,Delivered
2023-08-04,ORD-SB-00708,SD-USR10080,12900,3,DEL-SB03,PAY-SD06,Delivered
2023-08-04,ORD-SB-00709,SD-USR10076,26400,4,DEL-SB02,PAY-SD07,Delivered
2023-08-04,ORD-SB-00710,SD-USR10040,69000,4,DEL-SB01,PAY-SD07,Delivered
2023-08-04,ORD-SB-00711,SD-USR10059,36000,2,DEL-SB02,PAY-SD07,Delivered
2023-08-04,ORD-SB-00712,SD-USR10047,40300,2,DEL-SB01,PAY-SD05,Delivered
2023-08-04,ORD-SB-00713,SD-USR10057,51200,4,DEL-SB02,PAY-SD05,Delivered
2023-08-04,ORD-SB-00714,SD-USR10060,28600,3,DEL-SB01,PAY-SD04,Delivered
2023-08-04,ORD-SB-00715,SD-USR1003,42500,2,DEL-SB01,PAY-SD04,Delivered
2023-08-05,ORD-SB-00716,SD-USR10019,82400,4,DEL-SB01,PAY-SD07,Delivered
2023-08-05,ORD-SB-00717,SD-USR10089,25600,4,DEL-SB03,PAY-SD05,Delivered
2023-08-05,ORD-SB-00718,SD-USR10030,136200,3,DEL-SB02,PAY-SD04,Delivered
2023-08-05,ORD-SB-00719,SD-USR10053,81000,4,DEL-SB02,PAY-SD07,Delivered
2023-08-05,ORD-SB-00720,SD-USR10092,147200,4,DEL-SB02,PAY-SD07,Delivered
2023-08-05,ORD-SB-00721,SD-USR1006,196800,3,DEL-SB03,PAY-SD06,Delivered
2023-08-05,ORD-SB-00722,SD-USR1005,99100,3,DEL-SB01,PAY-SD05,Delivered
2023-08-05,ORD-SB-00723,SD-USR10010,136900,2,DEL-SB03,PAY-SD06,Delivered
2023-08-05,ORD-SB-00724,SD-USR1009,99900,2,DEL-SB03,PAY-SD07,Delivered
2023-08-05,ORD-SB-00725,SD-USR10062,97400,2,DEL-SB03,PAY-SD07,Delivered
2023-08-06,ORD-SB-00726,SD-USR10011,87900,3,DEL-SB03,PAY-SD05,Delivered
2023-08-06,ORD-SB-00727,SD-USR10088,32600,4,DEL-SB02,PAY-SD05,Delivered
2023-08-06,ORD-SB-00728,SD-USR10066,43000,3,DEL-SB03,PAY-SD04,Delivered
2023-08-06,ORD-SB-00729,SD-USR10070,176400,4,DEL-SB02,PAY-SD07,Delivered
2023-08-06,ORD-SB-00730,SD-USR10050,127000,3,DEL-SB01,PAY-SD05,Delivered
2023-08-06,ORD-SB-00731,SD-USR1004,145200,4,DEL-SB02,PAY-SD06,Delivered
2023-08-06,ORD-SB-00732,SD-USR10078,46400,2,DEL-SB02,PAY-SD05,Delivered
2023-08-06,ORD-SB-00733,SD-USR10023,57600,2,DEL-SB02,PAY-SD06,Delivered
2023-08-06,ORD-SB-00734,SD-USR10016,62200,3,DEL-SB03,PAY-SD07,Delivered
2023-08-06,ORD-SB-00735,SD-USR10027,36800,4,DEL-SB02,PAY-SD07,Delivered
2023-08-06,ORD-SB-00736,SD-USR10082,84700,3,DEL-SB02,PAY-SD04,Delivered
2023-08-07,ORD-SB-00737,SD-USR10031,34700,2,DEL-SB02,PAY-SD07,Delivered
2023-08-07,ORD-SB-00738,SD-USR10036,69600,4,DEL-SB02,PAY-SD05,Delivered
2023-08-07,ORD-SB-00739,SD-USR1001,41300,3,DEL-SB01,PAY-SD04,Delivered
2023-08-07,ORD-SB-00740,SD-USR10079,79400,4,DEL-SB01,PAY-SD06,Delivered
2023-08-07,ORD-SB-00741,SD-USR10087,95200,4,DEL-SB02,PAY-SD05,Delivered
2023-08-07,ORD-SB-00742,SD-USR10071,113900,3,DEL-SB03,PAY-SD07,Delivered
2023-08-07,ORD-SB-00743,SD-USR10076,23400,3,DEL-SB01,PAY-SD04,Delivered
2023-08-07,ORD-SB-00744,SD-USR10028,77200,3,DEL-SB01,PAY-SD06,Delivered
2023-08-07,ORD-SB-00745,SD-USR10020,73300,3,DEL-SB03,PAY-SD05,Delivered
2023-08-07,ORD-SB-00746,SD-USR10086,22400,2,DEL-SB03,PAY-SD05,Delivered
2023-08-07,ORD-SB-00747,SD-USR10038,58600,4,DEL-SB03,PAY-SD07,Delivered
2023-08-07,ORD-SB-00748,SD-USR10025,59400,3,DEL-SB01,PAY-SD04,Delivered
2023-08-08,ORD-SB-00749,SD-USR10083,48500,3,DEL-SB02,PAY-SD05,Delivered
2023-08-08,ORD-SB-00750,SD-USR10042,45700,3,DEL-SB02,PAY-SD06,Delivered
2023-08-08,ORD-SB-00751,SD-USR10022,64400,4,DEL-SB03,PAY-SD05,Delivered
2023-08-08,ORD-SB-00752,SD-USR10069,19400,3,DEL-SB02,PAY-SD04,Delivered
2023-08-08,ORD-SB-00753,SD-USR10043,58600,3,DEL-SB01,PAY-SD07,Delivered
2023-08-08,ORD-SB-00754,SD-USR10049,33400,3,DEL-SB01,PAY-SD05,Delivered
2023-08-08,ORD-SB-00755,SD-USR10035,38000,3,DEL-SB01,PAY-SD04,Delivered
2023-08-08,ORD-SB-00756,SD-USR10073,56000,3,DEL-SB01,PAY-SD04,Delivered
2023-08-08,ORD-SB-00757,SD-USR10039,93400,3,DEL-SB02,PAY-SD05,Delivered
2023-08-08,ORD-SB-00758,SD-USR10044,55500,2,DEL-SB02,PAY-SD07,Delivered
2023-08-08,ORD-SB-00759,SD-USR10045,14800,2,DEL-SB01,PAY-SD06,Delivered
2023-08-09,ORD-SB-00760,SD-USR10093,57100,2,DEL-SB01,PAY-SD07,Delivered
2023-08-09,ORD-SB-00761,SD-USR10084,85200,3,DEL-SB02,PAY-SD07,Delivered
2023-08-09,ORD-SB-00762,SD-USR10051,40000,3,DEL-SB01,PAY-SD04,Delivered
2023-08-09,ORD-SB-00763,SD-USR10063,162800,3,DEL-SB01,PAY-SD06,Delivered
2023-08-09,ORD-SB-00764,SD-USR10056,29900,2,DEL-SB01,PAY-SD07,Delivered
2023-08-09,ORD-SB-00765,SD-USR10029,46300,2,DEL-SB01,PAY-SD07,Delivered
2023-08-09,ORD-SB-00766,SD-USR10055,165300,3,DEL-SB01,PAY-SD06,Delivered
2023-08-09,ORD-SB-00767,SD-USR10061,63200,4,DEL-SB03,PAY-SD05,Delivered
2023-08-09,ORD-SB-00768,SD-USR10072,117600,3,DEL-SB03,PAY-SD05,Delivered
2023-08-09,ORD-SB-00769,SD-USR10032,45500,2,DEL-SB01,PAY-SD05,Delivered
2023-08-10,ORD-SB-00770,SD-USR10026,45500,3,DEL-SB02,PAY-SD06,Delivered
2023-08-10,ORD-SB-00771,SD-USR10081,66200,3,DEL-SB03,PAY-SD04,Delivered
2023-08-10,ORD-SB-00772,SD-USR1002,78000,4,DEL-SB03,PAY-SD05,Delivered
2023-08-10,ORD-SB-00773,SD-USR10015,74400,3,DEL-SB02,PAY-SD04,Delivered
2023-08-10,ORD-SB-00774,SD-USR10017,60800,3,DEL-SB01,PAY-SD05,Delivered
2023-08-10,ORD-SB-00775,SD-USR10074,48500,2,DEL-SB03,PAY-SD04,Delivered
2023-08-10,ORD-SB-00776,SD-USR10012,157000,4,DEL-SB01,PAY-SD04,Delivered
2023-08-10,ORD-SB-00777,SD-USR10075,145300,2,DEL-SB02,PAY-SD04,Delivered
2023-08-10,ORD-SB-00778,SD-USR10018,144500,3,DEL-SB01,PAY-SD07,Delivered
2023-08-10,ORD-SB-00779,SD-USR10090,130500,3,DEL-SB03,PAY-SD05,Delivered
2023-08-10,ORD-SB-00780,SD-USR10033,114300,3,DEL-SB02,PAY-SD05,Delivered
2023-08-11,ORD-SB-00781,SD-USR10052,204600,4,DEL-SB02,PAY-SD05,Delivered
2023-08-11,ORD-SB-00782,SD-USR10024,127000,3,DEL-SB03,PAY-SD04,Delivered
2023-08-11,ORD-SB-00783,SD-USR1007,115100,3,DEL-SB01,PAY-SD07,Delivered
2023-08-11,ORD-SB-00784,SD-USR10021,177100,3,DEL-SB03,PAY-SD06,Delivered
2023-08-11,ORD-SB-00785,SD-USR10014,61800,4,DEL-SB02,PAY-SD07,Delivered
2023-08-11,ORD-SB-00786,SD-USR10064,183000,4,DEL-SB01,PAY-SD05,Delivered
2023-08-11,ORD-SB-00787,SD-USR10091,73000,4,DEL-SB02,PAY-SD04,Delivered
2023-08-11,ORD-SB-00788,SD-USR10077,66400,3,DEL-SB03,PAY-SD05,Delivered
2023-08-11,ORD-SB-00789,SD-USR10068,86800,4,DEL-SB03,PAY-SD05,Delivered
2023-08-11,ORD-SB-00790,SD-USR10034,190600,4,DEL-SB02,PAY-SD05,Delivered
2023-08-11,ORD-SB-00791,SD-USR10054,85800,4,DEL-SB03,PAY-SD05,Delivered
2023-08-11,ORD-SB-00792,SD-USR10041,34400,3,DEL-SB03,PAY-SD04,Delivered
2023-08-12,ORD-SB-00793,SD-USR10037,74400,3,DEL-SB01,PAY-SD07,Delivered
2023-08-12,ORD-SB-00794,SD-USR10046,62800,3,DEL-SB01,PAY-SD04,Delivered
2023-08-12,ORD-SB-00795,SD-USR10065,72000,2,DEL-SB02,PAY-SD07,Delivered
2023-08-12,ORD-SB-00796,SD-USR10085,30400,4,DEL-SB02,PAY-SD04,Delivered
2023-08-12,ORD-SB-00797,SD-USR10080,20400,4,DEL-SB01,PAY-SD06,Delivered
2023-08-12,ORD-SB-00798,SD-USR10067,101500,2,DEL-SB03,PAY-SD07,Delivered
2023-08-12,ORD-SB-00799,SD-USR10013,52300,3,DEL-SB01,PAY-SD06,Delivered
2023-08-12,ORD-SB-00800,SD-USR10058,35800,4,DEL-SB03,PAY-SD05,Delivered
2023-08-12,ORD-SB-00801,SD-USR1008,48200,3,DEL-SB02,PAY-SD07,Delivered
2023-08-12,ORD-SB-00802,SD-USR10048,89400,4,DEL-SB02,PAY-SD04,Delivered
2023-08-12,ORD-SB-00803,SD-USR10024,12600,3,DEL-SB01,PAY-SD04,Delivered
2023-08-13,ORD-SB-00804,SD-USR1007,89600,3,DEL-SB01,PAY-SD05,Delivered
2023-08-13,ORD-SB-00805,SD-USR10021,103500,3,DEL-SB01,PAY-SD05,Delivered
2023-08-13,ORD-SB-00806,SD-USR10014,119800,3,DEL-SB02,PAY-SD05,Delivered
2023-08-13,ORD-SB-00807,SD-USR10064,60100,2,DEL-SB03,PAY-SD07,Delivered
2023-08-13,ORD-SB-00808,SD-USR10091,62800,3,DEL-SB02,PAY-SD04,Delivered
2023-08-13,ORD-SB-00809,SD-USR10077,61700,3,DEL-SB01,PAY-SD04,Delivered
2023-08-13,ORD-SB-00810,SD-USR10068,75300,2,DEL-SB02,PAY-SD06,Delivered
2023-08-13,ORD-SB-00811,SD-USR10034,47900,2,DEL-SB02,PAY-SD06,Delivered
2023-08-13,ORD-SB-00812,SD-USR10054,65200,3,DEL-SB01,PAY-SD04,Delivered
2023-08-13,ORD-SB-00813,SD-USR10041,69200,4,DEL-SB03,PAY-SD06,Delivered
2023-08-14,ORD-SB-00814,SD-USR10037,298800,4,DEL-SB03,PAY-SD04,Delivered
2023-08-14,ORD-SB-00815,SD-USR10046,55900,3,DEL-SB03,PAY-SD07,Delivered
2023-08-14,ORD-SB-00816,SD-USR10065,52800,3,DEL-SB01,PAY-SD04,Delivered
2023-08-14,ORD-SB-00817,SD-USR10085,47400,4,DEL-SB01,PAY-SD04,Delivered
2023-08-14,ORD-SB-00818,SD-USR10080,36700,3,DEL-SB03,PAY-SD07,Delivered
2023-08-14,ORD-SB-00819,SD-USR10067,40800,3,DEL-SB01,PAY-SD06,Delivered
2023-08-14,ORD-SB-00820,SD-USR10013,23200,4,DEL-SB01,PAY-SD06,Delivered
2023-08-14,ORD-SB-00821,SD-USR10058,20000,3,DEL-SB02,PAY-SD04,Delivered
2023-08-14,ORD-SB-00822,SD-USR1008,32400,4,DEL-SB03,PAY-SD07,Delivered
2023-08-14,ORD-SB-00823,SD-USR10048,24200,4,DEL-SB01,PAY-SD05,Delivered
2023-08-14,ORD-SB-00824,SD-USR10040,74200,4,DEL-SB02,PAY-SD04,Delivered
2023-08-15,ORD-SB-00825,SD-USR10059,55200,2,DEL-SB02,PAY-SD05,Delivered
2023-08-15,ORD-SB-00826,SD-USR10047,93200,2,DEL-SB03,PAY-SD06,Delivered
2023-08-15,ORD-SB-00827,SD-USR10057,181800,4,DEL-SB02,PAY-SD05,Delivered
2023-08-15,ORD-SB-00828,SD-USR10060,143200,4,DEL-SB02,PAY-SD06,Delivered
2023-08-15,ORD-SB-00829,SD-USR1003,14200,4,DEL-SB02,PAY-SD06,Delivered
2023-08-15,ORD-SB-00830,SD-USR10019,86600,3,DEL-SB01,PAY-SD06,Delivered
2023-08-15,ORD-SB-00831,SD-USR10089,32200,3,DEL-SB01,PAY-SD05,Delivered
2023-08-15,ORD-SB-00832,SD-USR10030,80900,2,DEL-SB03,PAY-SD05,Delivered
2023-08-15,ORD-SB-00833,SD-USR10053,61800,3,DEL-SB03,PAY-SD06,Delivered
2023-08-15,ORD-SB-00834,SD-USR10092,33400,2,DEL-SB01,PAY-SD05,Delivered
2023-08-15,ORD-SB-00835,SD-USR1006,21400,3,DEL-SB01,PAY-SD07,Delivered
2023-08-15,ORD-SB-00836,SD-USR1005,29400,3,DEL-SB03,PAY-SD06,Delivered
2023-08-16,ORD-SB-00837,SD-USR10010,24200,2,DEL-SB03,PAY-SD04,Delivered
2023-08-16,ORD-SB-00838,SD-USR1009,21400,3,DEL-SB01,PAY-SD05,Delivered
2023-08-16,ORD-SB-00839,SD-USR10062,39000,4,DEL-SB01,PAY-SD04,Delivered
2023-08-16,ORD-SB-00840,SD-USR10011,51000,3,DEL-SB02,PAY-SD06,Delivered
2023-08-16,ORD-SB-00841,SD-USR10088,176200,3,DEL-SB02,PAY-SD05,Delivered
2023-08-16,ORD-SB-00842,SD-USR10066,20900,2,DEL-SB02,PAY-SD06,Delivered
2023-08-16,ORD-SB-00843,SD-USR10070,47800,3,DEL-SB03,PAY-SD05,Delivered
2023-08-16,ORD-SB-00844,SD-USR10050,68300,2,DEL-SB02,PAY-SD04,Delivered
2023-08-16,ORD-SB-00845,SD-USR1004,76900,3,DEL-SB03,PAY-SD07,Delivered
2023-08-16,ORD-SB-00846,SD-USR10078,72500,2,DEL-SB03,PAY-SD04,Delivered
2023-08-16,ORD-SB-00847,SD-USR10023,74900,3,DEL-SB03,PAY-SD07,Delivered
2023-08-17,ORD-SB-00848,SD-USR10016,72500,3,DEL-SB02,PAY-SD06,Delivered
2023-08-17,ORD-SB-00849,SD-USR10027,62600,4,DEL-SB02,PAY-SD05,Delivered
2023-08-17,ORD-SB-00850,SD-USR10082,48500,2,DEL-SB03,PAY-SD04,Delivered
2023-08-17,ORD-SB-00851,SD-USR10031,24200,3,DEL-SB02,PAY-SD06,Delivered
2023-08-17,ORD-SB-00852,SD-USR10036,42800,4,DEL-SB03,PAY-SD04,Delivered
2023-08-17,ORD-SB-00853,SD-USR1001,40600,2,DEL-SB01,PAY-SD06,Delivered
2023-08-17,ORD-SB-00854,SD-USR10079,43700,2,DEL-SB03,PAY-SD04,Delivered
2023-08-17,ORD-SB-00855,SD-USR10087,88200,4,DEL-SB03,PAY-SD04,Delivered
2023-08-17,ORD-SB-00856,SD-USR10071,83800,4,DEL-SB03,PAY-SD04,Delivered
2023-08-17,ORD-SB-00857,SD-USR10076,35000,3,DEL-SB02,PAY-SD07,Delivered
2023-08-18,ORD-SB-00858,SD-USR10028,43700,3,DEL-SB02,PAY-SD06,Delivered
2023-08-18,ORD-SB-00859,SD-USR10020,46600,3,DEL-SB03,PAY-SD06,Delivered
2023-08-18,ORD-SB-00860,SD-USR10086,65200,4,DEL-SB03,PAY-SD07,Delivered
2023-08-18,ORD-SB-00861,SD-USR10038,49100,3,DEL-SB01,PAY-SD05,Delivered
2023-08-18,ORD-SB-00862,SD-USR10025,249800,3,DEL-SB01,PAY-SD07,Delivered
2023-08-18,ORD-SB-00863,SD-USR10083,29700,3,DEL-SB01,PAY-SD04,Delivered
2023-08-18,ORD-SB-00864,SD-USR10042,76800,3,DEL-SB02,PAY-SD06,Delivered
2023-08-18,ORD-SB-00865,SD-USR10022,47600,2,DEL-SB01,PAY-SD05,Delivered
2023-08-18,ORD-SB-00866,SD-USR10069,44100,3,DEL-SB01,PAY-SD05,Delivered
2023-08-18,ORD-SB-00867,SD-USR10043,56100,3,DEL-SB03,PAY-SD04,Delivered
2023-08-18,ORD-SB-00868,SD-USR10049,40600,3,DEL-SB02,PAY-SD07,Delivered
2023-08-19,ORD-SB-00869,SD-USR10035,44400,3,DEL-SB01,PAY-SD04,Delivered
2023-08-19,ORD-SB-00870,SD-USR10073,68800,3,DEL-SB03,PAY-SD07,Delivered
2023-08-19,ORD-SB-00871,SD-USR10039,98800,3,DEL-SB01,PAY-SD04,Delivered
2023-08-19,ORD-SB-00872,SD-USR10044,74400,3,DEL-SB01,PAY-SD06,Delivered
2023-08-19,ORD-SB-00873,SD-USR10045,46900,2,DEL-SB01,PAY-SD06,Delivered
2023-08-19,ORD-SB-00874,SD-USR10093,161400,4,DEL-SB01,PAY-SD07,Delivered
2023-08-19,ORD-SB-00875,SD-USR10084,118000,4,DEL-SB02,PAY-SD04,Delivered
2023-08-19,ORD-SB-00876,SD-USR10051,49800,2,DEL-SB02,PAY-SD05,Delivered
2023-08-19,ORD-SB-00877,SD-USR10063,69600,2,DEL-SB02,PAY-SD06,Delivered
2023-08-19,ORD-SB-00878,SD-USR10056,86600,3,DEL-SB01,PAY-SD06,Delivered
2023-08-19,ORD-SB-00879,SD-USR10029,23200,2,DEL-SB01,PAY-SD05,Delivered
2023-08-19,ORD-SB-00880,SD-USR10055,61600,2,DEL-SB02,PAY-SD07,Delivered
2023-08-20,ORD-SB-00881,SD-USR10061,145800,4,DEL-SB03,PAY-SD06,Delivered
2023-08-20,ORD-SB-00882,SD-USR10072,21700,2,DEL-SB02,PAY-SD04,Delivered
2023-08-20,ORD-SB-00883,SD-USR10032,86400,3,DEL-SB01,PAY-SD07,Delivered
2023-08-20,ORD-SB-00884,SD-USR10026,178400,4,DEL-SB03,PAY-SD07,Delivered
2023-08-20,ORD-SB-00885,SD-USR10081,57600,3,DEL-SB01,PAY-SD05,Delivered
2023-08-20,ORD-SB-00886,SD-USR1002,78300,3,DEL-SB01,PAY-SD05,Delivered
2023-08-20,ORD-SB-00887,SD-USR10015,29700,3,DEL-SB01,PAY-SD05,Delivered
2023-08-20,ORD-SB-00888,SD-USR10017,47300,2,DEL-SB02,PAY-SD04,Delivered
2023-08-20,ORD-SB-00889,SD-USR10074,32400,2,DEL-SB02,PAY-SD04,Delivered
2023-08-20,ORD-SB-00890,SD-USR10012,51000,3,DEL-SB03,PAY-SD05,Delivered
2023-08-20,ORD-SB-00891,SD-USR10075,87000,3,DEL-SB02,PAY-SD04,Delivered
2023-08-21,ORD-SB-00892,SD-USR10018,131600,3,DEL-SB02,PAY-SD06,Delivered
2023-08-21,ORD-SB-00893,SD-USR10090,37000,3,DEL-SB01,PAY-SD05,Delivered
2023-08-21,ORD-SB-00894,SD-USR10033,70500,3,DEL-SB03,PAY-SD06,Delivered
2023-08-21,ORD-SB-00895,SD-USR10048,71300,3,DEL-SB03,PAY-SD05,Delivered
2023-08-21,ORD-SB-00896,SD-USR1008,39900,3,DEL-SB01,PAY-SD07,Delivered
2023-08-21,ORD-SB-00897,SD-USR10058,54200,3,DEL-SB02,PAY-SD04,Delivered
2023-08-21,ORD-SB-00898,SD-USR10013,76200,2,DEL-SB02,PAY-SD05,Delivered
2023-08-21,ORD-SB-00899,SD-USR10067,79600,2,DEL-SB03,PAY-SD07,Delivered
2023-08-21,ORD-SB-00900,SD-USR10080,134400,4,DEL-SB01,PAY-SD06,Delivered
2023-08-21,ORD-SB-00901,SD-USR10085,288800,4,DEL-SB01,PAY-SD06,Delivered
2023-08-22,ORD-SB-00902,SD-USR10065,94100,3,DEL-SB01,PAY-SD05,Delivered
2023-08-22,ORD-SB-00903,SD-USR10046,113400,3,DEL-SB02,PAY-SD07,Delivered
2023-08-22,ORD-SB-00904,SD-USR10037,167200,3,DEL-SB02,PAY-SD06,Delivered
2023-08-22,ORD-SB-00905,SD-USR10041,153400,3,DEL-SB01,PAY-SD04,Delivered
2023-08-22,ORD-SB-00906,SD-USR10054,184000,4,DEL-SB03,PAY-SD05,Delivered
2023-08-22,ORD-SB-00907,SD-USR10034,130700,3,DEL-SB03,PAY-SD05,Delivered
2023-08-22,ORD-SB-00908,SD-USR10068,69200,3,DEL-SB01,PAY-SD06,Delivered
2023-08-22,ORD-SB-00909,SD-USR10077,100200,4,DEL-SB01,PAY-SD05,Delivered
2023-08-22,ORD-SB-00910,SD-USR10091,87400,3,DEL-SB01,PAY-SD07,Delivered
2023-08-22,ORD-SB-00911,SD-USR10064,70200,3,DEL-SB02,PAY-SD07,Delivered
2023-08-22,ORD-SB-00912,SD-USR10014,75000,3,DEL-SB03,PAY-SD06,Delivered
2023-08-23,ORD-SB-00913,SD-USR10021,167200,4,DEL-SB01,PAY-SD06,Delivered
2023-08-23,ORD-SB-00914,SD-USR1007,75200,3,DEL-SB01,PAY-SD04,Delivered
2023-08-23,ORD-SB-00915,SD-USR10033,28600,3,DEL-SB01,PAY-SD04,Delivered
2023-08-23,ORD-SB-00916,SD-USR10052,73200,4,DEL-SB01,PAY-SD06,Delivered
2023-08-23,ORD-SB-00917,SD-USR10024,25100,3,DEL-SB02,PAY-SD05,Delivered
2023-08-23,ORD-SB-00918,SD-USR10090,15600,3,DEL-SB03,PAY-SD05,Delivered
2023-08-23,ORD-SB-00919,SD-USR10018,21800,3,DEL-SB02,PAY-SD04,Delivered
2023-08-23,ORD-SB-00920,SD-USR10075,18600,2,DEL-SB01,PAY-SD05,Delivered
2023-08-23,ORD-SB-00921,SD-USR10012,76600,2,DEL-SB02,PAY-SD06,Delivered
2023-08-23,ORD-SB-00922,SD-USR10074,52000,2,DEL-SB01,PAY-SD04,Delivered
2023-08-23,ORD-SB-00923,SD-USR10017,32000,2,DEL-SB02,PAY-SD07,Delivered
2023-08-23,ORD-SB-00924,SD-USR1002,45500,3,DEL-SB03,PAY-SD07,Delivered
2023-08-24,ORD-SB-00925,SD-USR10015,89100,3,DEL-SB03,PAY-SD06,Delivered
2023-08-24,ORD-SB-00926,SD-USR10081,37400,4,DEL-SB02,PAY-SD07,Delivered
2023-08-24,ORD-SB-00927,SD-USR10026,92400,4,DEL-SB03,PAY-SD06,Delivered
2023-08-24,ORD-SB-00928,SD-USR10032,122000,4,DEL-SB03,PAY-SD05,Delivered
2023-08-24,ORD-SB-00929,SD-USR10072,42400,3,DEL-SB03,PAY-SD06,Delivered
2023-08-24,ORD-SB-00930,SD-USR10061,168000,4,DEL-SB03,PAY-SD05,Delivered
2023-08-24,ORD-SB-00931,SD-USR10055,96000,2,DEL-SB03,PAY-SD05,Delivered
2023-08-24,ORD-SB-00932,SD-USR10029,67300,2,DEL-SB01,PAY-SD05,Delivered
2023-08-24,ORD-SB-00933,SD-USR10056,128200,3,DEL-SB01,PAY-SD05,Delivered
2023-08-24,ORD-SB-00934,SD-USR10063,120200,3,DEL-SB01,PAY-SD07,Delivered
2023-08-24,ORD-SB-00935,SD-USR10084,79600,3,DEL-SB01,PAY-SD04,Delivered
2023-08-25,ORD-SB-00936,SD-USR10051,94700,2,DEL-SB02,PAY-SD06,Delivered
2023-08-25,ORD-SB-00937,SD-USR10093,47600,2,DEL-SB03,PAY-SD04,Delivered
2023-08-25,ORD-SB-00938,SD-USR10045,85500,3,DEL-SB01,PAY-SD05,Delivered
2023-08-25,ORD-SB-00939,SD-USR10044,75200,4,DEL-SB02,PAY-SD04,Delivered
2023-08-25,ORD-SB-00940,SD-USR10039,130400,7,DEL-SB03,PAY-SD06,Delivered
2023-08-25,ORD-SB-00941,SD-USR10073,73800,6,DEL-SB02,PAY-SD07,Delivered
2023-08-25,ORD-SB-00942,SD-USR10035,184000,6,DEL-SB03,PAY-SD04,Delivered
2023-08-25,ORD-SB-00943,SD-USR10049,124300,5,DEL-SB01,PAY-SD07,Delivered
2023-08-25,ORD-SB-00944,SD-USR10043,98100,6,DEL-SB03,PAY-SD04,Delivered
2023-08-25,ORD-SB-00945,SD-USR10069,56600,6,DEL-SB02,PAY-SD05,Delivered
2023-08-26,ORD-SB-00946,SD-USR10022,110100,6,DEL-SB01,PAY-SD04,Delivered
2023-08-26,ORD-SB-00947,SD-USR10042,135400,7,DEL-SB03,PAY-SD06,Delivered
2023-08-26,ORD-SB-00948,SD-USR10083,106500,6,DEL-SB03,PAY-SD06,Delivered
2023-08-26,ORD-SB-00949,SD-USR10025,150900,4,DEL-SB01,PAY-SD06,Delivered
2023-08-26,ORD-SB-00950,SD-USR10038,70000,4,DEL-SB03,PAY-SD04,Delivered
2023-08-26,ORD-SB-00951,SD-USR10086,314100,7,DEL-SB02,PAY-SD03,Delivered
2023-08-26,ORD-SB-00952,SD-USR10020,223000,8,DEL-SB06,PAY-SD07,Delivered
2023-08-26,ORD-SB-00953,SD-USR10028,156600,6,DEL-SB03,PAY-SD05,Delivered
2023-08-26,ORD-SB-00954,SD-USR10076,125300,7,DEL-SB03,PAY-SD05,Delivered
2023-08-26,ORD-SB-00955,SD-USR10071,143200,6,DEL-SB01,PAY-SD05,Delivered
2023-08-26,ORD-SB-00956,SD-USR10087,50900,4,DEL-SB02,PAY-SD07,Delivered
2023-08-27,ORD-SB-00957,SD-USR10079,138700,6,DEL-SB01,PAY-SD04,Delivered
2023-08-27,ORD-SB-00958,SD-USR10036,127800,6,DEL-SB01,PAY-SD07,Delivered
2023-08-27,ORD-SB-00959,SD-USR1001,114000,6,DEL-SB01,PAY-SD07,Delivered
2023-08-27,ORD-SB-00960,SD-USR10031,217700,7,DEL-SB03,PAY-SD06,Delivered
